rowid,kepid,kepoi_name,filename
2569,7428736,K02827.01,lightcurve_2281_KIC7428736.csv
2025,9210387,K02416.01,lightcurve_2283_KIC9210387.csv
2106,11968463,K02433.01,lightcurve_2284_KIC11968463.csv
1456,3338885,K01845.01,lightcurve_2285_KIC3338885.csv
2022,8611832,K02414.01,lightcurve_2288_KIC8611832.csv
471,6362874,K01128.01,lightcurve_2289_KIC6362874.csv
978,11497958,K01422.01,lightcurve_2290_KIC11497958.csv
3098,6462863,K00094.01,lightcurve_2291_KIC6462863.csv
736,11389771,K01436.01,lightcurve_2292_KIC11389771.csv
3526,9597345,K00711.01,lightcurve_2293_KIC9597345.csv
2879,1717722,K03145.01,lightcurve_2294_KIC1717722.csv
3445,4914423,K00108.01,lightcurve_2295_KIC4914423.csv
4216,6278762,K03158.02,lightcurve_2296_KIC6278762.csv
587,9787239,K00952.01,lightcurve_2302_KIC9787239.csv
5488,5437945,K03791.01,lightcurve_2303_KIC5437945.csv
1024,9823487,K01489.01,lightcurve_2304_KIC9823487.csv
4081,6752002,K04184.01,lightcurve_2306_KIC6752002.csv
1852,8164257,K02073.01,lightcurve_2307_KIC8164257.csv
1665,11030475,K02248.04,lightcurve_2309_KIC11030475.csv
1432,8956206,K02048.01,lightcurve_230_KIC8956206.csv
6811,8037038,K05466.01,lightcurve_2310_KIC8037038.csv
1934,5978559,K02321.01,lightcurve_2311_KIC5978559.csv
1542,5511081,K01930.01,lightcurve_2313_KIC5511081.csv
109,10875245,K00117.02,lightcurve_2314_KIC10875245.csv
2873,6021275,K00284.01,lightcurve_2315_KIC6021275.csv
2156,8004903,K02594.01,lightcurve_2316_KIC8004903.csv
3136,11823054,K00543.01,lightcurve_2317_KIC11823054.csv
2293,8753896,K02473.01,lightcurve_231_KIC8753896.csv
1423,7094486,K01907.01,lightcurve_2325_KIC7094486.csv
1427,9412760,K01977.01,lightcurve_2327_KIC9412760.csv
1732,1872821,K02351.01,lightcurve_232_KIC1872821.csv
3350,8022244,K00519.01,lightcurve_2331_KIC8022244.csv
334,8559644,K00139.01,lightcurve_2332_KIC8559644.csv
4216,6278762,K03158.02,lightcurve_2333_KIC6278762.csv
1002,6677841,K01236.01,lightcurve_2334_KIC6677841.csv
3230,6266741,K00508.01,lightcurve_2335_KIC6266741.csv
3189,10973664,K00601.01,lightcurve_2336_KIC10973664.csv
4907,6599975,K03438.01,lightcurve_2339_KIC6599975.csv
1920,5211199,K02158.01,lightcurve_233_KIC5211199.csv
1765,10909127,K02200.01,lightcurve_2340_KIC10909127.csv
1609,8564674,K02022.01,lightcurve_2341_KIC8564674.csv
543,9605514,K00945.01,lightcurve_2342_KIC9605514.csv
126,5252423,K00825.01,lightcurve_2343_KIC5252423.csv
1413,6026438,K02045.01,lightcurve_2345_KIC6026438.csv
1473,2307415,K02053.01,lightcurve_2348_KIC2307415.csv
2974,11568987,K00354.01,lightcurve_234_KIC11568987.csv
2399,9837661,K02715.01,lightcurve_2350_KIC9837661.csv
2498,12008872,K02729.01,lightcurve_2351_KIC12008872.csv
519,9480189,K00941.01,lightcurve_2352_KIC9480189.csv
2705,11618601,K03022.01,lightcurve_2355_KIC11618601.csv
1754,11566256,K02361.01,lightcurve_2357_KIC11566256.csv
2489,7019524,K02877.01,lightcurve_2358_KIC7019524.csv
2097,5513012,K02668.01,lightcurve_2359_KIC5513012.csv
1857,10404582,K02147.01,lightcurve_2360_KIC10404582.csv
3488,9458613,K00707.01,lightcurve_2361_KIC9458613.csv
1888,10010440,K02309.01,lightcurve_2362_KIC10010440.csv
2417,9092504,K02716.01,lightcurve_2363_KIC9092504.csv
241,7870390,K00898.01,lightcurve_2364_KIC7870390.csv
1698,9225395,K02107.01,lightcurve_2365_KIC9225395.csv
1368,6305192,K00219.01,lightcurve_2366_KIC6305192.csv
1300,10027323,K01596.01,lightcurve_2368_KIC10027323.csv
1505,9834040,K01998.01,lightcurve_2369_KIC9834040.csv
1857,10404582,K02147.01,lightcurve_2370_KIC10404582.csv
2625,6432345,K02757.01,lightcurve_2371_KIC6432345.csv
3609,10264660,K00098.01,lightcurve_2373_KIC10264660.csv
3136,11823054,K00543.01,lightcurve_2374_KIC11823054.csv
1530,11069176,K02007.01,lightcurve_2375_KIC11069176.csv
5172,8824737,K03347.01,lightcurve_2376_KIC8824737.csv
2084,8478994,K00245.01,lightcurve_2378_KIC8478994.csv
182,6849310,K00864.01,lightcurve_237_KIC6849310.csv
549,8125580,K01014.01,lightcurve_2380_KIC8125580.csv
2638,5128673,K02698.01,lightcurve_2381_KIC5128673.csv
2106,11968463,K02433.01,lightcurve_2382_KIC11968463.csv
2715,7603200,K00314.01,lightcurve_2383_KIC7603200.csv
2885,10982872,K00343.01,lightcurve_2384_KIC10982872.csv
3370,10577994,K00475.01,lightcurve_2385_KIC10577994.csv
2991,8037145,K00520.03,lightcurve_2386_KIC8037145.csv
1530,11069176,K02007.01,lightcurve_2387_KIC11069176.csv
821,11336883,K01445.01,lightcurve_2388_KIC11336883.csv
903,8874090,K01404.01,lightcurve_238_KIC8874090.csv
1558,8167996,K01867.01,lightcurve_2391_KIC8167996.csv
6011,4570949,K01658.01,lightcurve_2392_KIC4570949.csv
1437,7779077,K01842.01,lightcurve_2393_KIC7779077.csv
2284,8429314,K02624.01,lightcurve_2394_KIC8429314.csv
1941,6696580,K02092.01,lightcurve_2395_KIC6696580.csv
3230,6266741,K00508.01,lightcurve_2396_KIC6266741.csv
383,2854914,K01113.01,lightcurve_2397_KIC2854914.csv
2646,8210018,K02762.01,lightcurve_2398_KIC8210018.csv
5508,12557548,K03794.01,lightcurve_2399_KIC12557548.csv
629,10468940,K01163.01,lightcurve_239_KIC10468940.csv
2976,11621223,K00355.01,lightcurve_23_KIC11621223.csv
3563,9884104,K00718.01,lightcurve_2400_KIC9884104.csv
3370,10577994,K00475.01,lightcurve_2401_KIC10577994.csv
1758,9415108,K02121.01,lightcurve_2403_KIC9415108.csv
259,8226994,K00906.01,lightcurve_2404_KIC8226994.csv
1668,8959839,K02253.01,lightcurve_2405_KIC8959839.csv
1702,10965588,K02177.01,lightcurve_2408_KIC10965588.csv
2312,6429812,K02408.01,lightcurve_2409_KIC6429812.csv
3472,9002278,K00701.01,lightcurve_240_KIC9002278.csv
2213,9011825,K02530.01,lightcurve_2411_KIC9011825.csv
1268,6616218,K01692.01,lightcurve_2412_KIC6616218.csv
1796,9351920,K02129.01,lightcurve_2413_KIC9351920.csv
949,7303287,K01353.01,lightcurve_2414_KIC7303287.csv
1065,9636135,K01498.01,lightcurve_2415_KIC9636135.csv
3009,10934674,K00477.01,lightcurve_2416_KIC10934674.csv
4806,12066569,K03282.01,lightcurve_2417_KIC12066569.csv
1349,3657758,K02034.01,lightcurve_2418_KIC3657758.csv
1662,10063802,K01888.01,lightcurve_2419_KIC10063802.csv
1847,9334893,K02298.01,lightcurve_2420_KIC9334893.csv
3356,8193178,K00572.01,lightcurve_2424_KIC8193178.csv
3417,10271806,K00733.01,lightcurve_2425_KIC10271806.csv
302,9347899,K00935.01,lightcurve_2426_KIC9347899.csv
2952,11521793,K00352.01,lightcurve_2428_KIC11521793.csv
1506,6152974,K00216.01,lightcurve_242_KIC6152974.csv
340,3218908,K01108.01,lightcurve_2431_KIC3218908.csv
2691,6291837,K00308.01,lightcurve_2434_KIC6291837.csv
3370,10577994,K00475.01,lightcurve_2435_KIC10577994.csv
5154,3629330,K03418.01,lightcurve_2436_KIC3629330.csv
2293,8753896,K02473.01,lightcurve_2438_KIC8753896.csv
1437,7779077,K01842.01,lightcurve_2439_KIC7779077.csv
2667,6196457,K00285.01,lightcurve_243_KIC6196457.csv
109,10875245,K00117.02,lightcurve_2440_KIC10875245.csv
2322,8733898,K02842.01,lightcurve_2441_KIC8733898.csv
2350,10122538,K02926.01,lightcurve_2442_KIC10122538.csv
5192,8636333,K03349.01,lightcurve_2443_KIC8636333.csv
2786,3353050,K00384.01,lightcurve_2445_KIC3353050.csv
893,8628758,K01279.01,lightcurve_2446_KIC8628758.csv
3480,5941160,K00654.01,lightcurve_2448_KIC5941160.csv
1277,9663113,K00179.01,lightcurve_2449_KIC9663113.csv
3007,6850504,K00070.04,lightcurve_2450_KIC6850504.csv
203,7135852,K00875.01,lightcurve_2452_KIC7135852.csv
1797,2161536,K02130.01,lightcurve_2453_KIC2161536.csv
1290,12406749,K01476.01,lightcurve_2454_KIC12406749.csv
1276,11804465,K00020.01,lightcurve_2455_KIC11804465.csv
3078,10937029,K00433.01,lightcurve_2456_KIC10937029.csv
3039,9941859,K00528.01,lightcurve_2458_KIC9941859.csv
2321,8758204,K02841.01,lightcurve_2459_KIC8758204.csv
1098,6975129,K01628.01,lightcurve_2460_KIC6975129.csv
448,5735762,K00148.01,lightcurve_2461_KIC5735762.csv
6523,11177676,K03281.01,lightcurve_2462_KIC11177676.csv
1342,7747425,K01952.04,lightcurve_2463_KIC7747425.csv
5905,5938970,K04016.01,lightcurve_2464_KIC5938970.csv
1427,9412760,K01977.01,lightcurve_2465_KIC9412760.csv
1762,8282651,K02193.01,lightcurve_2467_KIC8282651.csv
1634,5621125,K01814.01,lightcurve_2468_KIC5621125.csv
1413,6026438,K02045.01,lightcurve_2469_KIC6026438.csv
4877,11455428,K03365.01,lightcurve_246_KIC11455428.csv
878,4466677,K01338.01,lightcurve_2471_KIC4466677.csv
1374,11601584,K01831.01,lightcurve_2473_KIC11601584.csv
3225,7440748,K00457.01,lightcurve_2477_KIC7440748.csv
3550,6587002,K00612.01,lightcurve_2478_KIC6587002.csv
147,5531576,K00837.01,lightcurve_247_KIC5531576.csv
2666,9020114,K03088.01,lightcurve_2480_KIC9020114.csv
1991,5374403,K02556.01,lightcurve_2481_KIC5374403.csv
3184,4165473,K00550.01,lightcurve_2482_KIC4165473.csv
4020,9285568,K04241.01,lightcurve_2484_KIC9285568.csv
2302,9832208,K02553.01,lightcurve_2485_KIC9832208.csv
126,5252423,K00825.01,lightcurve_2486_KIC5252423.csv
2025,9210387,K02416.01,lightcurve_2489_KIC9210387.csv
922,4136466,K01344.01,lightcurve_248_KIC4136466.csv
2859,5978170,K03140.01,lightcurve_2490_KIC5978170.csv
2643,7877978,K02760.01,lightcurve_2491_KIC7877978.csv
3951,8416523,K04441.01,lightcurve_2492_KIC8416523.csv
2228,7604328,K02458.01,lightcurve_2493_KIC7604328.csv
1490,3128552,K02055.01,lightcurve_2494_KIC3128552.csv
682,10730034,K01305.01,lightcurve_2495_KIC10730034.csv
734,11037335,K01435.01,lightcurve_2496_KIC11037335.csv
2893,4857058,K03061.01,lightcurve_2497_KIC4857058.csv
249,8490993,K00911.01,lightcurve_2498_KIC8490993.csv
334,8559644,K00139.01,lightcurve_2499_KIC8559644.csv
1658,2989404,K01824.01,lightcurve_249_KIC2989404.csv
179,6685526,K00861.01,lightcurve_24_KIC6685526.csv
2672,6289257,K00307.01,lightcurve_2501_KIC6289257.csv
4701,4736644,K03330.01,lightcurve_2502_KIC4736644.csv
156,5794379,K00842.01,lightcurve_2503_KIC5794379.csv
3100,11709124,K00435.01,lightcurve_2504_KIC11709124.csv
1508,6061773,K02001.01,lightcurve_2506_KIC6061773.csv
2813,5092266,K03045.01,lightcurve_2507_KIC5092266.csv
5782,9602613,K02612.01,lightcurve_2508_KIC9602613.csv
3098,6462863,K00094.01,lightcurve_2509_KIC6462863.csv
4020,9285568,K04241.01,lightcurve_250_KIC9285568.csv
122,5021899,K00821.01,lightcurve_2510_KIC5021899.csv
2697,11554435,K00063.01,lightcurve_2511_KIC11554435.csv
2177,12120307,K02597.01,lightcurve_2512_KIC12120307.csv
485,1871056,K01001.01,lightcurve_2513_KIC1871056.csv
999,11611600,K01424.01,lightcurve_2515_KIC11611600.csv
1038,10015937,K01720.01,lightcurve_2516_KIC10015937.csv
3084,3239945,K00490.01,lightcurve_2517_KIC3239945.csv
2456,7673192,K02722.01,lightcurve_2518_KIC7673192.csv
3156,4852528,K00500.01,lightcurve_251_KIC4852528.csv
3760,3747817,K04103.01,lightcurve_2523_KIC3747817.csv
1703,10670119,K02179.01,lightcurve_2525_KIC10670119.csv
203,7135852,K00875.01,lightcurve_2527_KIC7135852.csv
132,5792202,K00841.01,lightcurve_2528_KIC5792202.csv
1655,8277797,K01820.01,lightcurve_252_KIC8277797.csv
1875,9351316,K02078.01,lightcurve_2530_KIC9351316.csv
2558,7826659,K02686.01,lightcurve_2531_KIC7826659.csv
872,8609450,K01278.01,lightcurve_2532_KIC8609450.csv
574,10157458,K01083.01,lightcurve_2533_KIC10157458.csv
2293,8753896,K02473.01,lightcurve_2534_KIC8753896.csv
3868,1724719,K04212.01,lightcurve_2536_KIC1724719.csv
1740,4140813,K02117.01,lightcurve_2537_KIC4140813.csv
3512,11284772,K04622.02,lightcurve_2538_KIC11284772.csv
1889,11718144,K02310.01,lightcurve_2539_KIC11718144.csv
3324,10123064,K00472.01,lightcurve_2541_KIC10123064.csv
905,9264949,K01405.01,lightcurve_2542_KIC9264949.csv
4151,7450747,K04267.01,lightcurve_2544_KIC7450747.csv
3760,3747817,K04103.01,lightcurve_2545_KIC3747817.csv
3039,9941859,K00528.01,lightcurve_2546_KIC9941859.csv
2930,11442793,K00351.01,lightcurve_2547_KIC11442793.csv
52,8395660,K00116.01,lightcurve_2549_KIC8395660.csv
1634,5621125,K01814.01,lightcurve_2550_KIC5621125.csv
2608,5609593,K02834.01,lightcurve_2551_KIC5609593.csv
5,10854555,K00755.01,lightcurve_2552_KIC10854555.csv
1357,7046804,K00205.01,lightcurve_2554_KIC7046804.csv
1886,7219825,K00238.01,lightcurve_2555_KIC7219825.csv
1618,9455325,K01813.01,lightcurve_2556_KIC9455325.csv
2353,5480640,K02707.01,lightcurve_2557_KIC5480640.csv
2397,12206313,K02714.01,lightcurve_2558_KIC12206313.csv
5356,5784777,K03916.01,lightcurve_2559_KIC5784777.csv
1393,10480915,K02040.01,lightcurve_255_KIC10480915.csv
2186,10813132,K02378.01,lightcurve_2560_KIC10813132.csv
4069,5095082,K04320.01,lightcurve_2561_KIC5095082.csv
1109,12254792,K01506.01,lightcurve_2562_KIC12254792.csv
856,4077526,K01336.01,lightcurve_2564_KIC4077526.csv
4087,10407482,K04255.01,lightcurve_2565_KIC10407482.csv
165,6276477,K00849.01,lightcurve_2566_KIC6276477.csv
188,7366258,K00880.01,lightcurve_2568_KIC7366258.csv
965,10874614,K00017.01,lightcurve_2571_KIC10874614.csv
1276,11804465,K00020.01,lightcurve_2575_KIC11804465.csv
1941,6696580,K02092.01,lightcurve_2576_KIC6696580.csv
2991,8037145,K00520.03,lightcurve_2577_KIC8037145.csv
1467,8257205,K01986.01,lightcurve_2578_KIC8257205.csv
1791,12505654,K02353.01,lightcurve_2579_KIC12505654.csv
2562,8095441,K02743.01,lightcurve_257_KIC8095441.csv
153,6428700,K00853.01,lightcurve_2580_KIC6428700.csv
302,9347899,K00935.01,lightcurve_2581_KIC9347899.csv
1040,7950644,K00192.01,lightcurve_2583_KIC7950644.csv
2044,10027247,K02418.01,lightcurve_2584_KIC10027247.csv
1484,10779233,K01989.01,lightcurve_2585_KIC10779233.csv
302,9347899,K00935.01,lightcurve_2586_KIC9347899.csv
1221,4932442,K01665.01,lightcurve_2587_KIC4932442.csv
1994,11752906,K00253.02,lightcurve_2589_KIC11752906.csv
1542,5511081,K01930.01,lightcurve_2592_KIC5511081.csv
2795,11499192,K03120.01,lightcurve_2593_KIC11499192.csv
3589,12068975,K00623.01,lightcurve_2594_KIC12068975.csv
872,8609450,K01278.01,lightcurve_2596_KIC8609450.csv
2228,7604328,K02458.01,lightcurve_2598_KIC7604328.csv
3185,4270253,K00551.01,lightcurve_2599_KIC4270253.csv
2605,6265792,K02753.01,lightcurve_2600_KIC6265792.csv
2974,11568987,K00354.01,lightcurve_2603_KIC11568987.csv
168,6948054,K00869.01,lightcurve_2604_KIC6948054.csv
1542,5511081,K01930.01,lightcurve_2605_KIC5511081.csv
1018,8230616,K01713.02,lightcurve_2606_KIC8230616.csv
1525,10136549,K01929.01,lightcurve_2607_KIC10136549.csv
4149,5340878,K04199.01,lightcurve_2609_KIC5340878.csv
3072,9146018,K00584.01,lightcurve_260_KIC9146018.csv
5217,7091432,K03353.01,lightcurve_2610_KIC7091432.csv
6765,9715631,K05706.01,lightcurve_2612_KIC9715631.csv
2285,9153570,K02625.01,lightcurve_2613_KIC9153570.csv
4551,7510820,K03303.01,lightcurve_2614_KIC7510820.csv
4253,10026502,K04706.01,lightcurve_2616_KIC10026502.csv
355,5809890,K01050.01,lightcurve_2618_KIC5809890.csv
65,11923270,K00781.01,lightcurve_2619_KIC11923270.csv
3059,12061222,K00484.01,lightcurve_2620_KIC12061222.csv
153,6428700,K00853.01,lightcurve_2621_KIC6428700.csv
3480,5941160,K00654.01,lightcurve_2622_KIC5941160.csv
188,7366258,K00880.01,lightcurve_2623_KIC7366258.csv
1886,7219825,K00238.01,lightcurve_2625_KIC7219825.csv
4609,6587796,K03237.01,lightcurve_2627_KIC6587796.csv
2705,11618601,K03022.01,lightcurve_2629_KIC11618601.csv
2683,5088536,K00282.02,lightcurve_2630_KIC5088536.csv
5233,6058816,K03500.01,lightcurve_2631_KIC6058816.csv
2068,5364071,K00248.01,lightcurve_2635_KIC5364071.csv
2501,9886361,K02732.01,lightcurve_2636_KIC9886361.csv
1213,9821454,K01529.01,lightcurve_2637_KIC9821454.csv
3309,7595157,K00568.01,lightcurve_2639_KIC7595157.csv
1117,8082001,K01570.01,lightcurve_2640_KIC8082001.csv
690,6962977,K01364.01,lightcurve_2641_KIC6962977.csv
2667,6196457,K00285.01,lightcurve_2642_KIC6196457.csv
665,7102227,K01360.01,lightcurve_2644_KIC7102227.csv
3589,12068975,K00623.01,lightcurve_2645_KIC12068975.csv
2166,9209624,K02443.01,lightcurve_2646_KIC9209624.csv
2331,8292840,K00260.02,lightcurve_2648_KIC8292840.csv
4105,12505503,K04190.01,lightcurve_2649_KIC12505503.csv
2047,11752632,K02492.01,lightcurve_2650_KIC11752632.csv
153,6428700,K00853.01,lightcurve_2652_KIC6428700.csv
3492,6020753,K00657.01,lightcurve_2654_KIC6020753.csv
1515,8160953,K01858.01,lightcurve_2656_KIC8160953.csv
2177,12120307,K02597.01,lightcurve_2657_KIC12120307.csv
3868,1724719,K04212.01,lightcurve_2658_KIC1724719.csv
760,11032227,K01440.01,lightcurve_2659_KIC11032227.csv
4715,12055539,K03261.01,lightcurve_265_KIC12055539.csv
3105,12302530,K00438.01,lightcurve_2660_KIC12302530.csv
2357,9008737,K02768.01,lightcurve_2661_KIC9008737.csv
3100,11709124,K00435.01,lightcurve_2662_KIC11709124.csv
2821,11361646,K00330.01,lightcurve_2664_KIC11361646.csv
3009,10934674,K00477.01,lightcurve_2665_KIC10934674.csv
1761,4833421,K00232.01,lightcurve_2667_KIC4833421.csv
5365,11518142,K03762.01,lightcurve_2668_KIC11518142.csv
3545,9702072,K00714.01,lightcurve_2669_KIC9702072.csv
2795,11499192,K03120.01,lightcurve_2670_KIC11499192.csv
1481,10723750,K00209.01,lightcurve_2671_KIC10723750.csv
340,3218908,K01108.01,lightcurve_2673_KIC3218908.csv
1524,5770074,K01928.01,lightcurve_2676_KIC5770074.csv
1732,1872821,K02351.01,lightcurve_2677_KIC1872821.csv
2883,10878263,K00341.01,lightcurve_2678_KIC10878263.csv
355,5809890,K01050.01,lightcurve_2679_KIC5809890.csv
2068,5364071,K00248.01,lightcurve_2680_KIC5364071.csv
4044,5177859,K04246.01,lightcurve_2681_KIC5177859.csv
2872,3234843,K03057.01,lightcurve_2682_KIC3234843.csv
1972,12401863,K02331.01,lightcurve_2684_KIC12401863.csv
1374,11601584,K01831.01,lightcurve_2685_KIC11601584.csv
2605,6265792,K02753.01,lightcurve_2686_KIC6265792.csv
1768,2439243,K02280.01,lightcurve_2687_KIC2439243.csv
723,10854768,K01309.01,lightcurve_2688_KIC10854768.csv
5087,5213230,K03474.01,lightcurve_268_KIC5213230.csv
4365,9009036,K04585.01,lightcurve_2690_KIC9009036.csv
228,7585481,K00890.01,lightcurve_2691_KIC7585481.csv
1157,5299459,K01576.01,lightcurve_2693_KIC5299459.csv
4865,6368175,K03503.01,lightcurve_2695_KIC6368175.csv
2372,11401755,K00277.01,lightcurve_2697_KIC11401755.csv
3940,7596240,K04295.01,lightcurve_2698_KIC7596240.csv
1307,7386827,K01704.01,lightcurve_269_KIC7386827.csv
553,10141900,K01082.01,lightcurve_2701_KIC10141900.csv
3522,6425957,K00663.01,lightcurve_2702_KIC6425957.csv
5326,2581554,K03835.01,lightcurve_2703_KIC2581554.csv
2452,9838468,K02943.01,lightcurve_2704_KIC9838468.csv
138,5436502,K00834.01,lightcurve_2706_KIC5436502.csv
3445,4914423,K00108.01,lightcurve_2707_KIC4914423.csv
2945,11547513,K00295.01,lightcurve_2708_KIC11547513.csv
2372,11401755,K00277.01,lightcurve_270_KIC11401755.csv
2084,8478994,K00245.01,lightcurve_2710_KIC8478994.csv
241,7870390,K00898.01,lightcurve_2711_KIC7870390.csv
500,3869014,K01205.01,lightcurve_2713_KIC3869014.csv
439,1432789,K00992.01,lightcurve_2714_KIC1432789.csv
1897,9472000,K02082.01,lightcurve_2715_KIC9472000.csv
4865,6368175,K03503.01,lightcurve_2716_KIC6368175.csv
499,3438507,K01204.01,lightcurve_2719_KIC3438507.csv
2302,9832208,K02553.01,lightcurve_2721_KIC9832208.csv
2060,8890150,K02650.01,lightcurve_2722_KIC8890150.csv
1609,8564674,K02022.01,lightcurve_2723_KIC8564674.csv
3589,12068975,K00623.01,lightcurve_2724_KIC12068975.csv
269,8414716,K00910.01,lightcurve_2726_KIC8414716.csv
828,8564587,K01270.01,lightcurve_2727_KIC8564587.csv
1268,6616218,K01692.01,lightcurve_2728_KIC6616218.csv
1199,9941066,K01584.01,lightcurve_2729_KIC9941066.csv
168,6948054,K00869.01,lightcurve_2732_KIC6948054.csv
1530,11069176,K02007.01,lightcurve_2733_KIC11069176.csv
3009,10934674,K00477.01,lightcurve_2734_KIC10934674.csv
740,10925104,K00156.01,lightcurve_2735_KIC10925104.csv
1096,6543893,K01627.01,lightcurve_2737_KIC6543893.csv
2097,5513012,K02668.01,lightcurve_2738_KIC5513012.csv
1571,8492026,K02016.01,lightcurve_273_KIC8492026.csv
8818,7350067,K06863.01,lightcurve_2740_KIC7350067.csv
1764,11401767,K02195.01,lightcurve_2742_KIC11401767.csv
3607,3541946,K00624.01,lightcurve_2744_KIC3541946.csv
2863,10552611,K00338.01,lightcurve_2745_KIC10552611.csv
1508,6061773,K02001.01,lightcurve_2746_KIC6061773.csv
1666,5942808,K02250.01,lightcurve_2747_KIC5942808.csv
1496,9662811,K01854.01,lightcurve_2748_KIC9662811.csv
1174,9651668,K00183.01,lightcurve_2749_KIC9651668.csv
1002,6677841,K01236.01,lightcurve_274_KIC6677841.csv
901,4275721,K01342.01,lightcurve_2751_KIC4275721.csv
6166,1873513,K04928.01,lightcurve_2752_KIC1873513.csv
109,10875245,K00117.02,lightcurve_2754_KIC10875245.csv
779,7532973,K01450.01,lightcurve_2755_KIC7532973.csv
179,6685526,K00861.01,lightcurve_2756_KIC6685526.csv
1581,4939346,K01873.01,lightcurve_2757_KIC4939346.csv
1426,2693736,K01976.01,lightcurve_2758_KIC2693736.csv
1374,11601584,K01831.01,lightcurve_2759_KIC11601584.csv
409,3554031,K01194.01,lightcurve_2761_KIC3554031.csv
165,6276477,K00849.01,lightcurve_2762_KIC6276477.csv
3100,11709124,K00435.01,lightcurve_2763_KIC11709124.csv
240,7849854,K00897.01,lightcurve_2764_KIC7849854.csv
965,10874614,K00017.01,lightcurve_2766_KIC10874614.csv
2293,8753896,K02473.01,lightcurve_2767_KIC8753896.csv
1002,6677841,K01236.01,lightcurve_2768_KIC6677841.csv
1040,7950644,K00192.01,lightcurve_2769_KIC7950644.csv
2310,5007345,K02406.01,lightcurve_276_KIC5007345.csv
279,8672910,K00918.01,lightcurve_2770_KIC8672910.csv
1612,4544907,K02024.01,lightcurve_2771_KIC4544907.csv
1629,4636578,K02025.01,lightcurve_2772_KIC4636578.csv
3420,5113822,K00638.01,lightcurve_2773_KIC5113822.csv
2065,12453581,K02424.01,lightcurve_2774_KIC12453581.csv
1987,4173026,K02172.01,lightcurve_2775_KIC4173026.csv
1067,7841925,K01499.01,lightcurve_2776_KIC7841925.csv
2157,8883329,K02595.01,lightcurve_2778_KIC8883329.csv
3488,9458613,K00707.01,lightcurve_2779_KIC9458613.csv
2068,5364071,K00248.01,lightcurve_2780_KIC5364071.csv
3185,4270253,K00551.01,lightcurve_2781_KIC4270253.csv
1170,9765975,K01520.01,lightcurve_2782_KIC9765975.csv
2231,5042210,K02462.01,lightcurve_2783_KIC5042210.csv
4103,6879171,K04188.01,lightcurve_2784_KIC6879171.csv
3538,6442340,K00664.01,lightcurve_2786_KIC6442340.csv
2888,4141376,K00280.01,lightcurve_2789_KIC4141376.csv
1832,12254909,K02372.01,lightcurve_2790_KIC12254909.csv
1218,10022908,K01586.01,lightcurve_2791_KIC10022908.csv
2240,11187837,K00252.01,lightcurve_2793_KIC11187837.csv
153,6428700,K00853.01,lightcurve_2794_KIC6428700.csv
818,9527915,K00165.01,lightcurve_2795_KIC9527915.csv
587,9787239,K00952.01,lightcurve_2797_KIC9787239.csv
1323,5474613,K01599.01,lightcurve_2798_KIC5474613.csv
267,8255887,K00908.01,lightcurve_2799_KIC8255887.csv
881,4135665,K01339.01,lightcurve_27_KIC4135665.csv
2883,10878263,K00341.01,lightcurve_2800_KIC10878263.csv
4587,9569711,K03232.01,lightcurve_2801_KIC9569711.csv
3156,4852528,K00500.01,lightcurve_2803_KIC4852528.csv
3601,9964801,K00721.01,lightcurve_2804_KIC9964801.csv
1976,2990873,K02335.01,lightcurve_2805_KIC2990873.csv
1639,9597058,K01819.01,lightcurve_2806_KIC9597058.csv
1629,4636578,K02025.01,lightcurve_2808_KIC4636578.csv
2670,6063220,K00305.01,lightcurve_2810_KIC6063220.csv
3755,7100673,K04032.01,lightcurve_2811_KIC7100673.csv
485,1871056,K01001.01,lightcurve_2812_KIC1871056.csv
1139,10990917,K01643.01,lightcurve_2813_KIC10990917.csv
2583,9962455,K02748.01,lightcurve_2814_KIC9962455.csv
1129,7901948,K01511.01,lightcurve_2815_KIC7901948.csv
91,4476123,K00814.01,lightcurve_2816_KIC4476123.csv
3507,6347299,K00661.01,lightcurve_2818_KIC6347299.csv
978,11497958,K01422.01,lightcurve_2819_KIC11497958.csv
1485,11614617,K01990.01,lightcurve_281_KIC11614617.csv
2331,8292840,K00260.02,lightcurve_2820_KIC8292840.csv
83,3114167,K00795.01,lightcurve_2822_KIC3114167.csv
1035,10055126,K01608.01,lightcurve_2823_KIC10055126.csv
3616,10002866,K00723.01,lightcurve_2824_KIC10002866.csv
2706,7582689,K03097.01,lightcurve_2826_KIC7582689.csv
3443,10843431,K07378.02,lightcurve_2828_KIC10843431.csv
2991,8037145,K00520.03,lightcurve_2829_KIC8037145.csv
1761,4833421,K00232.01,lightcurve_282_KIC4833421.csv
2971,2692377,K00299.01,lightcurve_2830_KIC2692377.csv
2232,12454461,K02463.01,lightcurve_2831_KIC12454461.csv
612,9823457,K00954.01,lightcurve_2832_KIC9823457.csv
5837,4814502,K04004.01,lightcurve_2833_KIC4814502.csv
14,10984090,K00112.02,lightcurve_2835_KIC10984090.csv
1505,9834040,K01998.01,lightcurve_2836_KIC9834040.csv
5611,11760860,K03892.01,lightcurve_2838_KIC11760860.csv
1236,5301750,K01589.01,lightcurve_2839_KIC5301750.csv
1886,7219825,K00238.01,lightcurve_2841_KIC7219825.csv
5904,8282846,K04015.01,lightcurve_2842_KIC8282846.csv
