flux,flux_err,centroid_col,centroid_row,cadenceno,quality
22968.459,5.0338087,782.0964670385705,405.92848352734234,1105,0
22971.557,5.033956,782.0963819886549,405.92894033696734,1106,0
22976.537,5.0343523,782.0965599874855,405.9286879259132,1107,0
22971.156,5.0339217,782.0967581829437,405.9282417065236,1108,0
22965.307,5.0334225,782.0959179669112,405.92822923836286,1109,0
22974.117,5.034204,782.0961845235909,405.9282613106223,1110,0
22976.49,5.0343657,782.0960950244828,405.92827318268513,1111,0
22975.387,5.034262,782.0958378267912,405.92805303790624,1112,8192
22966.31,5.033756,782.0959001459848,405.92828898239276,1113,0
22975.543,5.0342097,782.095754248871,405.928082993397,1114,0
22988.297,5.034913,782.095808266443,405.928057058245,1115,0
22973.184,5.0340347,782.0958408432216,405.9280001915022,1116,0
22972.943,5.0340257,782.0957899788618,405.92774876155687,1117,0
22982.234,5.034566,782.0960614831225,405.92796290128655,1118,0
22977.752,5.0343647,782.0959765322417,405.92776876392577,1119,0
22980.45,5.0346828,782.0958269342401,405.9278789492002,1120,0
22980.832,5.0345545,782.0953713197717,405.9274389179722,1121,0
22982.494,5.034521,782.0957343860226,405.92743472188454,1122,8192
22985.777,5.034911,782.0956221930885,405.9275532602617,1123,0
22979.404,5.0343943,782.0954357162558,405.9274006615129,1124,0
22992.258,5.035272,782.0958335021656,405.927545976329,1125,0
22994.34,5.0353885,782.0954264167167,405.92750040516086,1126,0
22986.875,5.034848,782.0954325105274,405.9275198865181,1127,0
22998.615,5.0356455,782.0953348679451,405.9275399966761,1128,0
22984.986,5.0348086,782.0954411328964,405.9274371197044,1129,0
22999.062,5.03559,782.0956867562961,405.92731453685275,1130,0
22991.21,5.0351806,782.0950247472709,405.92736884105676,1131,0
22996.188,5.0354857,782.0954473665302,405.9274987720876,1132,0
22989.654,5.035154,782.0949399538838,405.92721209493607,1133,0
23006.094,5.0366116,782.0953120489901,405.92711593692906,1134,128
23003.34,5.035836,782.0949896563084,405.927472939349,1135,0
22996.72,5.0355754,782.0950384580563,405.92740802739286,1136,0
23001.117,5.035786,782.0952941250646,405.9273270269141,1137,0
22994.736,5.035465,782.0955111903581,405.9272620612904,1138,0
22997.521,5.0355854,782.0956653701897,405.9272562044093,1139,0
23005.238,5.0360312,782.0951444418823,405.9271042485908,1140,0
23017.496,5.0366526,782.095362123904,405.9270393348029,1141,0
23006.873,5.0361924,782.0952222826331,405.9271443458345,1142,0
23014.871,5.0367575,782.0954145042004,405.9271445341387,1143,0
23015.574,5.0366993,782.0950853994586,405.92715266831885,1144,0
23004.564,5.035972,782.0953387615332,405.92735126253393,1145,0
23012.98,5.0366,782.0953177505714,405.9273712903706,1146,0
23017.566,5.0367794,782.0951013742562,405.92704014104714,1147,0
23023.291,5.0372114,782.0951603918841,405.9270637272887,1148,0
23014.951,5.0368423,782.0951629768098,405.92698686231057,1149,0
23013.348,5.036552,782.0952363996217,405.92706725945555,1150,0
23021.969,5.0370417,782.0949714471096,405.92701842385094,1151,0
23022.703,5.0371437,782.0950778015145,405.92720674666924,1152,0
23023.957,5.0371857,782.095197435102,405.9267994705498,1153,0
23020.791,5.037011,782.0949296004079,405.9267525078171,1154,0
23018.379,5.036753,782.0952588412283,405.9266648444984,1155,0
23026.846,5.037416,782.0950295627683,405.927039616845,1156,0
23032.408,5.037692,782.0950915439039,405.92675560731215,1157,0
23031.672,5.037668,782.0953304811411,405.92699910050834,1158,0
23036.92,5.0379243,782.0950045010968,405.9268319650446,1159,0
23027.637,5.037395,782.0948666524599,405.92689198716727,1160,0
23041.047,5.038274,782.0949552624155,405.9268383367031,1161,0
23044.611,5.0385118,782.0947879541728,405.9266940074877,1162,0
23039.654,5.0382547,782.0950535731407,405.9264046752614,1163,0
23034.707,5.0378594,782.0953128325378,405.92639695576565,1164,128
23037.86,5.037997,782.0951196035669,405.92641131903804,1165,0
23046.785,5.0385146,782.0950995762356,405.9263546599419,1166,0
23042.03,5.038336,782.0952894735749,405.92626572587,1167,0
23050.508,5.03881,782.0953347396088,405.925891533199,1168,0
23056.82,5.0391307,782.0955212060186,405.92596071572336,1169,0
23054.768,5.0394235,782.0954287497815,405.9259619174061,1170,0
23063.256,5.039478,782.09527409946,405.92583965955725,1171,0
23048.455,5.038748,782.0955670814602,405.9257840341709,1172,0
23057.766,5.039241,782.095615204417,405.9259566782256,1173,0
23065.516,5.039714,782.0955269737765,405.9258002838636,1174,0
23067.479,5.0398216,782.0956621967784,405.9260250941764,1175,0
23074.98,5.0404563,782.0952030849667,405.9257097594544,1176,0
23081.125,5.040719,782.0952526239396,405.9257862425805,1177,0
23082.213,5.0408435,782.0952563846383,405.92597815908204,1178,0
23078.162,5.0406103,782.0951052973087,405.92608103139474,1179,0
