flux,flux_err,centroid_col,centroid_row,cadenceno,quality
27096.229,4.7755914,549.1655635065175,551.0653149322629,1105,0
27084.348,4.7748594,549.165610487773,551.0652154932515,1106,0
27084.46,4.7749023,549.165737109515,551.0651088547227,1107,0
27091.943,4.775478,549.1659064365956,551.0650869345022,1108,0
27083.912,4.774776,549.1661196110497,551.065594842216,1109,0
27088.021,4.775062,549.1658508598667,551.0653414627675,1110,0
27086.17,4.7749963,549.1658648065394,551.0653634786376,1111,0
27080.145,4.774563,549.1657922638343,551.0654217652838,1112,0
27076.89,4.7744207,549.1659058561744,551.0655072688686,1113,0
27080.633,4.774532,549.165888830694,551.0655539944223,1114,0
27083.484,4.7747245,549.1658860760681,551.0654498453277,1115,0
27080.926,4.774596,549.166144930083,551.065237238517,1116,0
27082.959,4.7747145,549.1662550143421,551.0654212047402,1117,0
27069.957,4.773029,549.1661583101236,551.0652040759121,1118,0
27085.36,4.7749486,549.1662508353942,551.06497275973,1119,0
27081.318,4.7747345,549.1665380092581,551.0651803361332,1120,0
27082.543,4.7746696,549.1664795097627,551.0652840866558,1121,0
27086.574,4.774967,549.1665320764021,551.0652205428398,1122,0
27087.115,4.775031,549.1665676510461,551.0653440905331,1123,0
27082.033,4.7747583,549.1665275644363,551.0655432485545,1124,0
27089.846,4.775201,549.1662664398871,551.0653444167019,1125,0
27081.164,4.7745714,549.1667558399749,551.065613912273,1126,0
27078.441,4.7744007,549.1661298434409,551.0652793060987,1127,0
27081.479,4.774583,549.1662993473399,551.065452033602,1128,0
27086.77,4.7750254,549.1665175179216,551.0653525497414,1129,0
27080.281,4.7745047,549.1662259619545,551.0652085804766,1130,0
27084.6,4.7748084,549.1665079631493,551.0656033089318,1131,0
27079.203,4.7744713,549.1662148459611,551.0655894434959,1132,0
27076.732,4.774324,549.1664077664266,551.06578840213,1133,0
27079.145,4.774476,549.1665457480251,551.0656090145048,1134,0
27088.598,4.7750664,549.1663876193439,551.0653384596926,1135,0
27071.035,4.7738867,549.1664104836307,551.0654338231952,1136,0
27082.438,4.774695,549.1666536373896,551.0653996391803,1137,0
27080.535,4.7745748,549.1668305643093,551.0652189407695,1138,0
27080.664,4.774629,549.1666808913259,551.06542486459,1139,0
27072.746,4.774059,549.1666589397879,551.0653950680191,1140,0
27082.656,4.7746415,549.1667538368147,551.065425352581,1141,0
27082.98,4.7747245,549.1665024442747,551.0657363101942,1142,0
27079.033,4.774433,549.1667643549534,551.065273389561,1143,0
27088.79,4.77506,549.1664420289254,551.0655270554873,1144,0
27081.682,4.774588,549.1661886312033,551.065272433201,1145,0
27083.963,4.774849,549.1661286788718,551.0651887460933,1146,0
27078.516,4.7744026,549.1664540462125,551.0656711620577,1147,0
27076.912,4.774304,549.1665411215765,551.0656142975677,1148,0
27084.498,4.7749643,549.1664453270267,551.0655200128533,1149,0
27073.965,4.774191,549.1668792432046,551.0657002265928,1150,0
27077.115,4.77429,549.1666639752434,551.0659256317479,1151,0
27082.736,4.774578,549.1667945541011,551.0654954100792,1152,0
27085.9,4.7748723,549.1669079163362,551.065477979455,1153,0
27081.76,4.774612,549.1666957518902,551.0654076764508,1154,0
27084.152,4.774827,549.1670615089934,551.065214503249,1155,0
27073.98,4.7741113,549.166690292614,551.0655052295223,1156,0
27084.787,4.774746,549.1666668935175,551.0652518069162,1157,0
27084.941,4.7747526,549.1668920213751,551.0651614044791,1158,0
27077.488,4.7743464,549.1667266645912,551.0655330614381,1159,0
27079.42,4.7744684,549.1662871286521,551.0654668815247,1160,0
27083.758,4.7747574,549.1665827872722,551.0654983394251,1161,0
27078.422,4.7743998,549.1668216166413,551.06544543799,1162,0
27076.375,4.7742558,549.1669313695908,551.0651637703215,1163,0
27083.957,4.7746463,549.1668323194024,551.065276089916,1164,0
27090.64,4.7765822,549.1669693854716,551.0656584146624,1165,128
27072.004,4.7730193,549.1668471147474,551.0650346810943,1166,0
27080.826,4.773672,549.1672133579,551.0648796538834,1167,0
