pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_teff,st_logg,st_rad,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_dist,st_pmra,st_pmdec,tfopwg_disp
12.5520766,6.8268193,202.0868952,2.8228669,495.3032121,1203.199203,9.29735,7020.0,4.09526,1.84505,4.9e-05,-4.9e-05,0.2125416,-0.2125416,15.678655,-15.678655,0.2456027,-0.2456027,,,,,0.006,-0.006,1.4795,-1.4795,168.077,-168.077,0.0871822,-0.0871822,0.0738693,-0.0738693,242.63,8.389,14.83,PC
0.4018586,1.5779753,111.3648011,0.5525072,568.7058283,1245.494085,11.2076,3621.0,4.7197,0.520283,1.4e-05,-1.4e-05,0.6501796,-0.6501796,23.801058,-23.801058,2.1341093,-2.1341093,,,,,0.007,-0.007,0.06025,-0.06025,157.0,-157.0,0.008557,-0.008557,0.0152485,-0.0152485,49.7627,-56.427,109.157,FA
4.9707023,2.586,487.0,2.38733,328.783,1186.0,9.88372,6109.0,4.33438,1.21,2.63e-05,-2.63e-05,0.584,-0.584,30.6483,-30.6483,0.155559,-0.155559,,,,,0.006,-0.006,0.657,-0.657,128.225,-128.225,0.0796843,-0.0796843,0.05,-0.05,174.932,-4.311,43.332,FP
27.2672016,2.4164839,1154.327889,1.5781136,1.6051398,287.0767134,11.3078,3546.0,4.77262,0.460014,0.0002043,-0.0002043,1.4647499,-1.4647499,227.82411,-227.82411,2.7466471,-2.7466471,,,,,0.007,-0.007,0.047,-0.047,157.0,-157.0,0.0066053,-0.0066053,0.0137236,-0.0137236,42.409,21.263,-20.874,CP
179.4031712,10.7569968,618.5780905,3.7472354,8.4378703,434.6883098,9.85236,6863.0,4.27882,1.4648,0.0014116,-0.0014116,0.6734482,-0.6734482,44.126,-44.126,0.6792988,-0.6792988,,,,,0.006,-0.006,1.0275,-1.0275,212.202,-212.202,0.0938819,-0.0938819,0.0625327,-0.0625327,233.507,-15.379,12.25,PC
11.8120707,3.3324162,189.027556,1.7481305,154.3200348,898.9288685,8.5709,6037.0,4.32817,1.20105,5.51e-05,-5.51e-05,0.3411802,-0.3411802,16.786558,-16.786558,0.6981198,-0.6981198,,,,,0.006,-0.006,0.1886,-0.1886,121.613,-121.613,0.0746383,-0.0746383,0.0548794,-0.0548794,94.9685,-94.746,-37.743,PC
8.9172211,2.6426767,2147.081691,2.7931797,17.1075621,518.7006367,12.709,4066.0,4.67766,0.605243,1.76e-05,-1.76e-05,0.323494,-0.323494,106.59987,-106.59987,0.947656,-0.947656,,,,,0.006,-0.006,0.29,-0.29,130.915,-130.915,0.112229,-0.112229,0.0581935,-0.0581935,132.907,-0.849,-14.245,PC
63.39545,5.1295954,851.8694759,3.3507179,10.0390505,453.9864688,10.0011,5717.0,4.43377,1.0149601,0.0007535,-0.0007535,0.5549604,-0.5549604,86.11641,-86.11641,0.3935614,-0.3935614,,,,,0.006,-0.006,0.6075,-0.6075,124.297,-124.297,0.0752605,-0.0752605,0.0507136,-0.0507136,139.616,4.347,74.99,PC
3.1260778,1.7185367,11383.75271,10.9257115,328.1564535,1085.525393,11.5005,5100.0,4.4651,0.874706,2.3e-06,-2.3e-06,0.0270015,-0.0270015,216.12529,-216.12529,0.7295448,-0.7295448,,,,,0.006,-0.006,1.7515,-1.7515,,,,,0.0567763,-0.0567763,211.196,52.895,-46.888,KP
0.3862197,0.9122445,437.6381201,1.1988782,873.6229278,1386.598594,11.1079,3863.0,4.67991,0.566304,9.1e-06,-9.1e-06,0.3226046,-0.3226046,54.123974,-54.123974,2.0433514,-2.0433514,,,,,0.007,-0.007,0.0729,-0.0729,157.0,-157.0,0.0101502,-0.0101502,0.0169066,-0.0169066,58.0924,-7.312,40.732,PC
9.405877,1.5560322,1425.933018,1.977596,9.8226818,451.5202868,11.9959,3869.0,4.75875,0.475701,2.25e-05,-2.25e-05,0.2370116,-0.2370116,123.229774,-123.229774,0.3172825,-0.3172825,,,,,0.007,-0.007,0.10095,-0.10095,157.0,-157.0,0.006998,-0.006998,0.0139575,-0.0139575,69.3787,13.15,129.642,PC
7.0767314,2.444,630.0,2.4422,106.205,894.0,10.8746,5781.0,4.45679,1.0,6.53e-05,-6.53e-05,0.401,-0.401,1.72699,-1.72699,0.185241,-0.185241,,,,,0.006,-0.006,1.107,-1.107,137.012,-137.012,0.0720534,-0.0720534,0.05,-0.05,204.888,14.36,63.728,PC
6.0683318,1.9825707,1742.733239,2.1199939,15.1794104,503.4234887,11.814,3668.0,4.73795,0.499376,1.69e-05,-1.69e-05,0.3656837,-0.3656837,121.83509,-121.83509,0.8297539,-0.8297539,,,,,0.007,-0.007,0.12815,-0.12815,157.0,-157.0,0.0081443,-0.0081443,0.0148842,-0.0148842,62.7576,45.254,-120.785,PC
340.3877311,9.2318877,718.3774619,3.6888424,2.3021148,314.1604363,9.78288,6424.0,4.33722,1.27808,0.0100323,-0.0100323,0.5708615,-0.5708615,77.032394,-77.032394,0.4090202,-0.4090202,,,,,0.006,-0.006,0.7605,-0.7605,132.667,-132.667,0.088365,-0.088365,0.0580779,-0.0580779,191.396,17.354,-14.284,PC
60.06632,2.409,990.0,7.64759,42.0912,709.0,9.00772,5660.0,4.10485,1.47,7.73e-05,-7.73e-05,0.661,-0.661,1334.08,-1334.08,2.31535,-2.31535,,,,,0.006,-0.006,0.395,-0.395,124.128,-124.128,0.0742244,-0.0742244,0.07,-0.07,126.279,-61.841,26.834,PC
139.2632286,15.5650549,403.2688035,1.8388146,2.3286226,315.0609123,10.4431,5373.01,4.49164,0.90717,0.0051524,-0.0051524,1.4262496,-1.4262496,54.774364,-54.774364,0.7987887,-0.7987887,,,,,0.006,-0.006,0.602,-0.602,107.376,-107.376,0.0779476,-0.0779476,0.0439372,-0.0439372,135.723,-31.857,4.351,PC
22.048775,3.8087167,540.6928554,1.9509885,15.3309639,504.6753756,11.6702,4836.0,4.53282,0.794435,0.0001787,-0.0001787,0.6134766,-0.6134766,65.312805,-65.312805,0.9928261,-0.9928261,,,,,0.006,-0.006,0.7,-0.7,120.564,-120.564,0.0889542,-0.0889542,0.0526231,-0.0526231,168.911,-2.377,85.54,PC
,7.6412469,1990.126391,2.8951165,0.4779984,212.0685941,11.1919,4239.0,4.61861,0.659937,,,0.6648593,-0.6648593,173.0905,-173.0905,0.8262317,-0.8262317,,,,,0.006,-0.006,0.1599,-0.1599,119.935,-119.935,0.104338,-0.104338,0.0590402,-0.0590402,84.1738,17.772,-67.083,PC
165.0031583,5.0545903,2976.549044,4.5170453,1.8560976,297.6939099,9.863,5780.0,4.56973,0.699973,0.0112449,-0.0112449,0.490563,-0.490563,415.37665,-415.37665,0.4236195,-0.4236195,,,,,0.043,-0.043,0.288849,-0.288849,,,0.0176199,-0.0176199,0.0265559,-0.0265559,,-14.003,194.934,FA
13.340145,4.611198,589.893526,3.929267,268.2186408,1032.148032,8.7435,6467.0,4.16063,1.57943,0.004364,-0.004364,0.546755,-0.546755,79.06242,-79.06242,1.571116,-1.571116,,,,,0.006,-0.006,0.852,-0.852,198.0,-198.0,0.321775,-0.321775,0.198661,-0.198661,140.941,14.666,-24.892,FA
4.8566656,2.585881,1163.841609,3.2987328,179.2788125,933.2585799,11.8231,5607.0,4.63178,0.796892,1.3e-05,-1.3e-05,0.1564475,-0.1564475,70.19892,-70.19892,0.2169016,-0.2169016,,,,,0.006,-0.006,1.0125,-1.0125,158.447,-158.447,0.076559,-0.076559,0.0411759,-0.0411759,221.705,17.488,2.292,PC
15.4432661,3.8493075,4652.019556,5.7063938,38.3407878,634.6510571,11.8231,5607.0,4.63178,0.796892,2.47e-05,-2.47e-05,0.0867687,-0.0867687,88.02826,-88.02826,0.3255614,-0.3255614,,,,,0.006,-0.006,1.0125,-1.0125,158.447,-158.447,0.076559,-0.076559,0.0411759,-0.0411759,221.705,17.488,2.292,PC
,17.0708835,8209.28754,7.6712645,0.245228,179.478432,11.8231,5607.0,4.63178,0.796892,,,0.4397566,-0.4397566,478.37537,-478.37537,0.4799744,-0.4799744,,,,,0.006,-0.006,1.0125,-1.0125,158.447,-158.447,0.076559,-0.076559,0.0411759,-0.0411759,221.705,17.488,2.292,PC
6.0541622,4.592,255.0,4.01623,11299.9,2872.0,8.36872,6187.0,4.09624,1.61,4.85e-05,-4.85e-05,1.494,-1.494,373.18,-373.18,1.47308,-1.47308,,,,,0.006,-0.006,0.3445,-0.3445,123.849,-123.849,0.0843994,-0.0843994,0.07,-0.07,120.221,32.01,23.683,PC
1.3103832,1.6240216,3904.282474,9.8603222,1134.277973,1480.129192,11.0075,5228.0,4.45189,0.928507,0.0001108,-0.0001108,0.0862775,-0.0862775,157.48242,-157.48242,9.513131,-9.513131,,,,,0.006,-0.006,1.2375,-1.2375,123.146,-123.146,0.0823391,-0.0823391,0.0527638,-0.0527638,171.909,48.908,-11.493,APC
0.7196291,1.474746,4971.14566,12.2917419,14474.6699,2797.511733,11.8199,6454.0,4.3,1.69458,0.0001024,-0.0001024,0.2661613,-0.2661613,440.55856,-440.55856,2.532109,-2.532109,,,,,0.006,-0.006,15.055,-15.055,6516.7,-6516.7,2.0,-2.0,0.083216,-0.083216,643.988,18.654,-1.63,FP
9.4070515,2.6715391,967.7626685,3.9938238,237.6137635,1001.354025,10.2356,6223.0,4.33525,1.2331001,3.33e-05,-3.33e-05,0.6936579,-0.6936579,78.820854,-78.820854,2.1361701,-2.1361701,,,,,0.006,-0.006,1.722,-1.722,125.865,-125.865,0.0830904,-0.0830904,0.0558367,-0.0558367,218.091,49.44,3.304,PC
0.918902,1.781955,6718.849291,15.2109193,3475.711291,1958.306535,12.8483,5382.0,4.4,1.1659,0.0001013,-0.0001013,0.1213853,-0.1213853,410.9644,-410.9644,15.423432,-15.423432,,,,,0.006,-0.006,7.459,-7.459,5385.2,-5385.2,2.0,-2.0,0.0806182,-0.0806182,568.299,19.051,10.014,APC
2.9905745,2.0941681,11083.89412,13.2344892,679.8798081,1302.350213,13.3456,5535.6,4.4,1.10305,5.5e-06,-5.5e-06,0.0986725,-0.0986725,534.92676,-534.92676,0.4768243,-0.4768243,,,,,0.006,-0.006,10.798,-10.798,5576.3,-5576.3,,,,,694.32,7.895,4.246,PC
2.6820061,1.8238879,8514.966549,14.1985341,1028.09463,1444.202267,12.2294,5465.0,4.4,1.285,3e-06,-3e-06,0.0629831,-0.0629831,509.67606,-509.67606,1.319388,-1.319388,,,,,0.008,-0.008,9.488,-9.488,5562.2,-5562.2,2.0,-2.0,0.0712462,-0.0712462,470.156,21.89,-19.943,PC
3.86866,2.3101443,8058.077161,13.9784675,957.9449856,1418.910138,12.2397,6373.5,4.2,1.3337801,3.7e-06,-3.7e-06,0.0537426,-0.0537426,294.09613,-294.09613,0.7829673,-0.7829673,,,,,0.006,-0.006,14.5875,-14.5875,6567.6,-6567.6,,,0.0649246,-0.0649246,613.155,5.728,-3.059,PC
20.2656358,6.4172007,802.3053384,4.03042,108.2477155,822.6676779,10.0596,6276.1,4.25063,1.37617,9.24e-05,-9.24e-05,0.4236138,-0.4236138,49.821815,-49.821815,0.680988,-0.680988,,,,,0.006,-0.006,1.297,-1.297,117.07,-117.07,0.0856313,-0.0856313,0.0615829,-0.0615829,223.516,47.647,3.712,PC
3.3610013,2.5685869,24081.78105,12.7400071,273.0272959,1036.74337,11.4779,5375.0,4.49371,0.817705,5e-07,-5e-07,0.0154193,-0.0154193,101.214005,-101.214005,0.6397709,-0.6397709,,,,,0.007,-0.007,1.6195,-1.6195,,,,,0.0408442,-0.0408442,197.119,-23.305,-36.895,KP
2.9432073,2.501,12560.0,13.6531,328.976,1186.0,12.9565,5266.7,,1.18,1.7e-06,-1.7e-06,0.051,-0.051,0.808216,-0.808216,1.9271,-1.9271,,,,,0.006,-0.006,,,5383.5,-5383.5,,,0.17,-0.17,,,,PC
1.5933772,1.7732569,7842.022144,9.012542,785.5954321,1350.266481,12.0892,5289.4,4.5,0.885125,0.0001759,-0.0001759,0.086427,-0.086427,402.01895,-402.01895,0.3485221,-0.3485221,,,,,0.006,-0.006,,,5240.2,-5240.2,2.0,-2.0,,,264.874,11.708,1.555,APC
3.1856867,3.1050115,7776.682779,,556.4403323,1238.723566,12.526,5590.5,4.4,,4.2e-06,-4.2e-06,0.0933981,-0.0933981,182.8755,-182.8755,,,,,,,0.006,-0.006,,,5635.3,-5635.3,,,,,490.314,15.056,-1.793,PC
1.8905304,1.2347831,3550.558515,,1115.778022,1474.056738,11.449,5816.0,4.3,,2.9e-06,-2.9e-06,0.0517312,-0.0517312,152.0354,-152.0354,,,,,,,0.037,-0.037,,,190.0,-190.0,2.0,-2.0,,,330.949,,,PC
15.937546,4.5395335,4172.292483,11.9220549,180.2682649,934.5436034,11.7493,6093.1,4.1,1.55033,0.0065295,-0.0065295,0.3047382,-0.3047382,396.49298,-396.49298,0.9998953,-0.9998953,,,,,0.006,-0.006,9.0505,-9.0505,6117.3,-6117.3,0.5,-0.5,0.0736382,-0.0736382,540.268,-13.688,-3.248,PC
1.440707,1.8086852,4514.403993,9.984491,2629.328398,1826.337168,11.0675,5941.2,4.3,1.1648901,1.8e-06,-1.8e-06,0.048963,-0.048963,164.745,-164.745,1.320125,-1.320125,,,,,0.006,-0.006,5.3815,-5.3815,5990.0,-5990.0,0.6,-0.6,0.0570854,-0.0570854,290.436,-7.044,-8.149,APC
3.0958985,1.8584684,10354.9917,19.2443952,1246.352843,1515.409487,12.0516,6764.0,4.3,1.25844,0.0002913,-0.0002913,0.1017215,-0.1017215,492.3127,-492.3127,15.441661,-15.441661,,,,,0.011,-0.011,13.1975,-13.1975,6750.8,-6750.8,2.0,-2.0,0.0616131,-0.0616131,539.486,7.437,-10.931,FP
,8.4494541,6007.870302,11.625865,49.504685,676.5210666,11.8831,5635.75,4.12397,1.43565,,,0.3877846,-0.3877846,344.4813,-344.4813,0.9148574,-0.9148574,,,,,0.007,-0.007,3.98,-3.98,143.237,-143.237,0.0865629,-0.0865629,0.0839045,-0.0839045,448.143,-27.478,19.344,FP
,4.6833042,2749.209937,6.5071192,9.1909015,444.0780191,8.6512,4968.0,4.438,0.844548,,,0.1776144,-0.1776144,151.12294,-151.12294,2.000792,-2.000792,,,,,0.008,-0.008,,,,,,,,,45.0103,17.54,-55.45,APC
,6.1120058,855.5836036,4.1844083,0.9694479,253.0759438,8.40302,6329.0,4.24509,1.39619,,,0.380878,-0.380878,62.826878,-62.826878,0.8714301,-0.8714301,,,,,0.006,-0.006,0.317,-0.317,134.955,-134.955,0.0925756,-0.0925756,0.0640704,-0.0640704,107.898,14.755,44.689,CP
11.6207544,5.6290584,486.0090375,3.207554,239.281495,1003.106462,8.40302,6329.0,4.24509,1.39619,7.01e-05,-7.01e-05,0.3866138,-0.3866138,38.16921,-38.16921,0.6054279,-0.6054279,,,,,0.006,-0.006,0.317,-0.317,134.955,-134.955,0.0925756,-0.0925756,0.0640704,-0.0640704,107.898,14.755,44.689,KP
1.3382314,2.1560676,27137.09201,14.8542602,1188.621855,1497.547744,11.8295,5436.0,4.46024,0.894974,3e-07,-3e-07,0.0086322,-0.0086322,83.61518,-83.61518,0.9233534,-0.9233534,,,,,0.006,-0.006,3.7205,-3.7205,,,,,0.0555528,-0.0555528,267.206,9.874,-87.518,KP
,4.4875335,4111.223483,18.0,82.7545001,769.2502648,9.85317,5879.0,4.28122,1.23623,,,0.1932479,-0.1932479,217.88962,-217.88962,,,,,,,0.006,-0.006,1.471,-1.471,120.447,-120.447,0.0741616,-0.0741616,0.0569347,-0.0569347,167.542,-51.626,125.209,FP
716.3497402,3.612,867.0,2.90826,0.0174179,101.0,9.84325,5645.84,4.46148,0.97,1e-06,-1e-06,,,0.721749,-0.721749,0.157279,-0.157279,,,,,0.006,-0.006,0.6485,-0.6485,105.274,-105.274,0.0728202,-0.0728202,0.04,-0.04,120.535,-3.822,-25.162,PC
20.2254946,2.2719961,712.14897,1.9090249,10.4016117,458.0310383,10.0534,4465.0,4.6,0.697547,4.87e-05,-4.87e-05,0.2457992,-0.2457992,44.126038,-44.126038,0.8845575,-0.8845575,,,,,0.006,-0.006,0.07945,-0.07945,125.1,-125.1,0.1,-0.1,0.0569246,-0.0569246,59.861,7.873,-53.309,CP
11.3071786,2.824,264.0,1.02968,18.9311,581.0,10.0534,4465.0,4.6,0.7,6.21e-05,-6.21e-05,0.4,-0.4,18.3483,-18.3483,0.099058,-0.099058,,,,,0.006,-0.006,0.07945,-0.07945,125.1,-125.1,0.1,-0.1,0.06,-0.06,59.861,7.873,-53.309,CP
0.98656,0.724,390.0,3.78687,574.294,1363.0,10.3338,5522.0,3.99,1.64,,,0.212,-0.212,5.27306,-5.27306,0.461362,-0.461362,,,,,0.006,-0.006,1.328,-1.328,132.7,-132.7,0.08,-0.08,0.09,-0.09,238.68,37.027,-37.079,FP
1.0361758,2.93,348.0,2.62395,18869.1,3265.0,9.14425,6413.0,4.2,1.5,4.7e-06,-4.7e-06,0.946,-0.946,30.8869,-30.8869,0.199983,-0.199983,,,,,0.006,-0.006,1.09,-1.09,134.4,-134.4,0.09,-0.09,0.07,-0.07,165.158,-34.51,-36.199,PC
4.26991,1.509,2240.0,8.95578,667.336,1415.0,9.5103,6580.0,4.16,1.62,2e-05,-2e-05,0.271,-0.271,14.6924,-14.6924,0.777438,-0.777438,,,,,0.006,-0.006,1.705,-1.705,127.7,-127.7,0.09,-0.09,0.07,-0.07,223.852,-7.675,-17.953,APC
58.9970907,5.722,2725.0,,,,9.456,,,,2.5e-05,-2.5e-05,0.683,-0.683,71.9593,-71.9593,,,,,,,0.019,-0.019,,,,,,,,,154.124,1.6,-9.6,PC
82.7899763,5.8475847,1017.854417,3.1369358,6.459129,406.5961278,9.4088,6115.0,4.5616,0.957772,0.0001757,-0.0001757,0.2432458,-0.2432458,66.66129,-66.66129,0.3640661,-0.3640661,,,,,0.006,-0.006,0.194,-0.194,194.0,-194.0,0.270556,-0.270556,0.0457286,-0.0457286,100.351,6.476,-46.687,PC
17.1019622,3.357,11430.0,10.1067,20.0982,589.0,11.584,5302.3,4.4,0.93,2.34e-05,-2.34e-05,0.097,-0.097,1.92099,-1.92099,0.554732,-0.554732,,,,,0.006,-0.006,1.1035,-1.1035,5297.2,-5297.2,0.4,-0.4,0.05,-0.05,231.782,31.804,-1.677,CP
6.5346715,3.304,6370.0,10.7773,121.853,925.0,11.7944,5424.0,3.35,1.33,7.8e-06,-7.8e-06,0.093,-0.093,0.588087,-0.588087,0.697672,-0.697672,,,,,0.006,-0.006,2.165,-2.165,282.9,-282.9,0.15,-0.15,0.08,-0.08,333.701,18.522,-19.082,PC
11.6700285,2.0534143,2783.790522,2.0205499,4.0210338,361.1637726,11.3018,3644.0,4.79912,0.380272,1.5e-05,-1.5e-05,0.2720887,-0.2720887,139.91542,-139.91542,0.5146233,-0.5146233,,,,,0.007,-0.007,0.04565,-0.04565,64.0,-64.0,0.357198,-0.357198,0.0114291,-0.0114291,33.773,-317.835,-143.221,PC
7.2011383,2.1444681,1662.839831,1.7056002,7.6541813,424.2232195,11.3018,3644.0,4.79912,0.380272,1.81e-05,-1.81e-05,0.2502019,-0.2502019,146.2334,-146.2334,1.2801327,-1.2801327,,,,,0.007,-0.007,0.04565,-0.04565,64.0,-64.0,0.357198,-0.357198,0.0114291,-0.0114291,33.773,-317.835,-143.221,PC
2.2088214,2.544,7770.0,11.6656,1052.08,1586.0,11.8699,5960.4,4.27,1.26,2.2e-06,-2.2e-06,0.089,-0.089,0.772966,-0.772966,0.536794,-0.536794,,,,,0.006,-0.006,5.6845,-5.6845,104.5,-104.5,0.08,-0.08,0.06,-0.06,416.784,-13.442,2.269,KP
4.7150942,2.436,7460.0,7.48939,118.46,919.0,13.3666,3798.0,4.67,0.57,2.39e-05,-2.39e-05,0.791,-0.791,3117.45,-3117.45,3.52456,-3.52456,,,,,0.007,-0.007,0.585,-0.585,157.0,-157.0,0.01,-0.01,0.02,-0.02,163.356,36.867,19.914,PC
7.4972297,3.589,14480.0,11.9137,143.814,964.0,12.2015,5596.2,4.43,1.0,1.23e-05,-1.23e-05,0.284,-0.284,7.0321,-7.0321,0.652672,-0.652672,,,,,0.007,-0.007,5.8805,-5.8805,116.1,-116.1,0.08,-0.08,0.05,-0.05,360.478,-10.263,-5.957,PC
14.2197641,6.416,2390.0,8.78678,215.552,1067.0,12.3462,6115.0,3.97,1.83,0.0001137,-0.0001137,0.8,-0.8,2.26734,-2.26734,0.541437,-0.541437,,,,,0.006,-0.006,16.175,-16.175,128.6,-128.6,0.09,-0.09,0.09,-0.09,817.874,-0.412,-4.213,PC
7.9980831,3.047,3960.0,10.9403,97.3629,875.0,12.1385,5556.0,3.97,1.7,2.63e-05,-2.63e-05,0.302,-0.302,2.9403,-2.9403,0.717797,-0.717797,,,,,0.006,-0.006,17.5995,-17.5995,131.5,-131.5,0.08,-0.08,0.1,-0.1,593.163,23.591,-11.286,PC
1.4492052,1.104,1200.0,6.15666,551.777,1350.0,12.1323,6004.9,4.39,1.12,3.3e-06,-3.3e-06,0.152,-0.152,2.90396,-2.90396,0.36231,-0.36231,,,,,0.006,-0.006,4.048,-4.048,117.5,-117.5,0.08,-0.08,0.05,-0.05,439.747,-4.119,9.349,APC
7.7119842,4.058,3176.0,10.7188,536.15,1340.0,10.1757,6458.0,4.03,1.83,2.98e-05,-2.98e-05,0.983,-0.983,97.9038,-97.9038,0.546961,-0.546961,,,,,0.006,-0.006,5.75,-5.75,131.6,-131.6,0.09,-0.09,0.09,-0.09,297.716,6.387,-19.009,CP
2.994263,6.9172309,1120.649236,11.5655979,619.5809037,1272.460341,11.2347,4784.0,,3.22859,1.46e-05,-1.46e-05,0.1352049,-0.1352049,23.722471,-23.722471,0.416855,-0.416855,,,,,0.007,-0.007,5.9135,-5.9135,122.0,-122.0,,,,,536.046,-10.335,9.837,CP
22.6539607,3.468,11530.0,12.2765,13.8485,537.0,11.7024,5523.0,4.33,1.12,3.98e-05,-3.98e-05,0.209,-0.209,1.43086,-1.43086,0.676669,-0.676669,,,,,0.006,-0.006,1.968,-1.968,131.7,-131.7,0.08,-0.08,0.06,-0.06,313.996,38.0,18.022,CP
9.7728388,7.4907772,2279.700318,12.0232332,670.6896654,1297.92666,11.9507,5636.8,3.66,2.43731,5.16e-05,-5.16e-05,0.2485104,-0.2485104,72.74471,-72.74471,0.903502,-0.903502,,,,,0.006,-0.006,11.069,-11.069,117.5,-117.5,0.08,-0.08,0.12804,-0.12804,753.745,-1.137,9.054,PC
2.8392793,1.4011791,35229.70983,10.4761821,45.5594673,662.6197999,14.6253,3642.0,4.438,0.54933,2.9e-06,-2.9e-06,0.0880484,-0.0880484,1153.016,-1153.016,0.5623168,-0.5623168,,,,,0.007,-0.007,4.101,-4.101,,,,,0.0174061,-0.0174061,249.345,23.082,-2.757,PC
1.6471574,1.033,3880.0,6.06894,362.237,1215.0,11.8012,5027.0,4.64,0.73,2.2e-06,-2.2e-06,0.432,-0.432,167.999,-167.999,1.10307,-1.10307,,,,,0.006,-0.006,1.6895,-1.6895,122.4,-122.4,0.09,-0.09,0.05,-0.05,178.999,59.809,84.904,FP
0.87741,0.472,12050.0,8.59148,26.3008,630.0,12.722,3495.0,4.64,0.62,6e-05,-6e-05,0.055,-0.055,32.5226,-32.5226,0.463846,-0.463846,,,,,0.008,-0.008,0.57,-0.57,157.0,-157.0,0.01,-0.01,0.02,-0.02,121.433,45.658,-10.599,FP
3.9471567,1.699,1880.0,3.86968,71.367,809.0,11.1581,4794.0,4.47,0.84,1.14e-05,-1.14e-05,0.203,-0.203,2.61218,-2.61218,0.298503,-0.298503,,,,,0.006,-0.006,0.4215,-0.4215,124.5,-124.5,0.09,-0.09,0.06,-0.06,139.546,-29.22,31.796,FP
3.2553185,2.061,1920.0,6.72917,362.749,1215.0,12.2539,5927.0,4.28,1.25,1.44e-05,-1.44e-05,0.269,-0.269,3.58376,-3.58376,0.409896,-0.409896,,,,,0.008,-0.008,6.1775,-6.1775,121.5,-121.5,0.08,-0.08,0.06,-0.06,511.208,4.946,-1.303,PC
8.3129806,4.171,2680.0,10.7065,237.935,1094.0,12.2766,5929.0,3.86,2.03,9.59e-05,-9.59e-05,0.639,-0.639,6.04205,-6.04205,0.782806,-0.782806,,,,,0.006,-0.006,19.723,-19.723,131.9,-131.9,0.08,-0.08,0.11,-0.11,802.875,-2.616,1.314,PC
1.0526157,1.5288415,358.5076064,1.4203085,706.2654804,1314.806204,10.3759,4621.0,4.54,0.758575,8.71e-05,-8.71e-05,0.2030937,-0.2030937,34.970695,-34.970695,1.7885791,-1.7885791,,,,,0.006,-0.006,0.16515,-0.16515,125.5,-125.5,0.1,-0.1,0.0576507,-0.0576507,81.6541,202.401,-104.353,PC
42.1289893,4.6130523,961.655867,2.3404732,5.1588515,384.3775426,10.3759,4621.0,4.54,0.758575,0.0070766,-0.0070766,0.651279,-0.651279,103.97616,-103.97616,1.4154048,-1.4154048,,,,,0.006,-0.006,0.16515,-0.16515,125.5,-125.5,0.1,-0.1,0.0576507,-0.0576507,81.6541,202.401,-104.353,PC
3.3311975,3.705,12390.0,14.877,1437.43,1715.0,11.5584,6605.0,4.33,1.33,6.8e-06,-6.8e-06,0.149,-0.149,2.79571,-2.79571,0.695738,-0.695738,,,,,0.017,-0.017,6.0615,-6.0615,165.8,-165.8,0.09,-0.09,0.06,-0.06,437.484,-11.234,3.059,PC
1.1736318,1.397,1470.0,8.1147,1505.41,1735.0,11.6751,6033.7,3.92,1.93,4.7e-06,-4.7e-06,0.26,-0.26,3.58836,-3.58836,0.553864,-0.553864,,,,,0.007,-0.007,13.9635,-13.9635,103.7,-103.7,0.08,-0.08,0.09,-0.09,587.369,4.724,-2.184,APC
1.2043785,1.047,1170.0,4.985,1124.6,1613.0,11.6884,6595.0,4.3,1.38,4e-06,-4e-06,0.188,-0.188,2.67819,-2.67819,0.339383,-0.339383,,,,,0.008,-0.008,8.938,-8.938,129.1,-129.1,0.09,-0.09,0.06,-0.06,487.854,1.105,0.741,PC
11.5738497,6.656,18730.0,22.4042,210.056,1060.0,11.8929,5782.0,4.04,1.61,1.86e-05,-1.86e-05,0.116,-0.116,1.5037,-1.5037,1.18194,-1.18194,,,,,0.007,-0.007,10.612,-10.612,124.2,-124.2,0.08,-0.08,0.08,-0.08,528.869,-7.785,2.342,APC
10.090259,1.7502645,2585.786246,,94.864241,795.9675881,9.4688,5454.42,3.44247,,4.2e-06,-4.2e-06,0.0396463,-0.0396463,48.14243,-48.14243,,,,,,,0.006,-0.006,,,77.327,-77.327,0.146076,-0.146076,,,104.301,114.75,46.76,PC
8.6251769,2.704,1690.0,7.55444,161.98,993.0,10.6477,5484.0,4.35,1.08,0.0026704,-0.0026704,0.528,-0.528,10.4777,-10.4777,0.550065,-0.550065,,,,,0.006,-0.006,1.006,-1.006,123.9,-123.9,0.08,-0.08,0.06,-0.06,185.506,-5.328,-9.006,PC
4.8714085,2.643,1180.0,3.8394,350.476,1205.0,10.6477,5484.0,4.35,1.08,0.0036335,-0.0036335,0.79,-0.79,6.07303,-6.07303,0.35462,-0.35462,,,,,0.006,-0.006,1.006,-1.006,123.9,-123.9,0.08,-0.08,0.06,-0.06,185.506,-5.328,-9.006,PC
