rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,target_encoded
1039,10019065,K01721.01,CONFIRMED,52.6298542,0.000328,-0.000328,6.118,0.166,-0.166,676.0,29.1,-29.1,0.311,0.147,-0.311,0.023543,0.000712,-0.00101,1.79838,0.31407,-0.64279,3.68,0.55,-1.36,0.2689,89.72,544.0,20.65,8.4,-12.9,64.1,11.2,-11.2,5339.0,88.0,-72.0,4.096,0.368,-0.092,0.2,0.15,-0.15,1.433,0.212,-0.531,0.933,0.039,-0.061,27.2,26.0,0,0,0,0,1
1040,7950644,K00192.01,CONFIRMED,10.29099413,1e-06,-1e-06,4.28889,0.00281,-0.00281,9660.0,8.9,-8.9,0.049,0.01,-0.049,0.089546,4.7e-05,-6.2e-05,1.42075,0.00776,-0.00575,13.43,2.01,-3.02,0.0906,89.86,996.0,233.08,92.1,-100.23,19.961,0.109,-0.109,5803.0,78.0,-78.0,4.134,0.201,-0.093,-0.18,0.15,-0.15,1.373,0.206,-0.308,0.937,0.073,-0.065,1245.7,128.0,0,0,0,0,1
1041,10080248,K01722.01,CONFIRMED,14.8783945,0.000135,-0.000135,7.491,0.202,-0.202,323.0,16.1,-16.1,0.749,0.194,-0.534,0.017825,0.00368,-0.00149,0.09884,0.1968,-0.0843,1.63,0.49,-0.16,0.1153,85.91,692.0,54.19,47.65,-15.35,10.5,5.2,-5.2,5822.0,157.0,-174.0,4.557,0.036,-0.204,-0.28,0.3,-0.3,0.837,0.251,-0.084,0.92,0.099,-0.11,22.9,91.0,0,0,0,0,1
1044,11821363,K01494.01,CONFIRMED,8.19596647,4e-05,-4e-05,2.824,0.13,-0.13,793.0,45.9,-45.9,0.252,0.198,-0.252,0.025049,0.0012,-0.00109,3.01443,0.62101,-1.11407,2.04,0.13,-0.19,0.0718,89.34,672.0,48.2,14.22,-13.82,22.04,4.5,-4.5,4723.0,167.0,-167.0,4.557,0.063,-0.032,0.08,0.25,-0.3,0.747,0.046,-0.069,0.734,0.07,-0.058,20.2,77.0,0,0,0,0,1
1045,7629518,K01495.01,CONFIRMED,15.59466045,4.23e-05,-4.23e-05,5.0478,0.0699,-0.0699,868.0,20.2,-20.2,0.266,0.161,-0.266,0.027042,0.000539,-0.000622,0.99953,0.16958,-0.19062,2.74,0.88,-0.29,0.122,89.35,718.0,62.88,60.3,-18.94,23.42,4.0,-4.0,5900.0,176.0,-193.0,4.5,0.052,-0.208,-0.1,0.25,-0.3,0.929,0.297,-0.099,0.995,0.127,-0.127,49.2,84.0,0,0,0,0,1
1046,10810838,K00174.01,CONFIRMED,56.35407916,9.76e-05,-9.76e-05,3.4449,0.0661,-0.0661,1040.0,20.2,-20.2,0.835,0.047,-0.572,0.033885,0.000141,-0.00443,2.63903,9.64844,-0.08184,2.59,0.1,-0.16,0.2537,89.37,352.0,3.63,0.61,-0.69,76.2,34.8,-34.8,4802.0,96.0,-96.0,4.582,0.049,-0.017,-0.22,0.15,-0.15,0.701,0.027,-0.044,0.686,0.053,-0.026,59.4,19.0,0,0,0,0,1
1054,10963065,K01612.01,CONFIRMED,2.465024332,5.41e-06,-5.41e-06,1.262,0.0584,-0.0584,30.7,1.6,-1.6,0.548,0.013,-0.464,0.005276,8.2e-05,-0.000315,6.22621,6.27601,-0.34745,0.69,0.03,-0.04,0.0359,87.51,1561.0,1406.11,239.86,-212.65,12.6,4.2,-4.2,6139.0,82.0,-82.0,4.291,0.033,-0.027,-0.18,0.15,-0.15,1.194,0.064,-0.064,1.016,0.076,-0.063,23.2,426.0,0,0,0,0,1
1055,6268648,K01613.01,CONFIRMED,15.86624787,6.81e-05,-6.81e-05,4.25,0.0941,-0.0941,77.3,2.9,-2.9,0.858,0.096,-0.594,0.009192,0.00124,-0.00113,0.2639,1.3428,-0.02182,1.31,0.06,-0.05,0.1225,86.77,879.0,141.18,19.99,-18.5,15.2,7.0,-7.0,6099.0,79.0,-85.0,4.193,0.016,-0.018,-0.3,0.15,-0.15,1.308,0.054,-0.054,0.974,0.071,-0.064,28.4,68.0,0,0,0,0,1
1057,5357901,K00188.01,CONFIRMED,3.797018259,1.87e-07,-1.87e-07,2.2608,0.00854,-0.00854,14400.0,11.6,-11.6,0.321,0.036,-0.072,0.108759,0.000367,-0.000764,3.3259,0.21962,-0.13721,10.07,0.75,-0.47,0.0457,88.65,982.0,219.64,50.33,-32.59,13.635,0.9,-0.9,5167.0,82.0,-82.0,4.527,0.04,-0.06,0.24,0.15,-0.15,0.848,0.063,-0.04,0.883,0.036,-0.044,1549.0,356.0,0,0,0,0,1
1058,4278221,K01615.01,CONFIRMED,1.340596782,2.11e-06,-2.11e-06,1.6484,0.0415,-0.0415,108.0,3.4,-3.4,0.007,0.437,-0.007,0.009466,0.000345,-0.000185,2.63042,0.27761,-0.88739,1.16,0.2,-0.09,0.0247,89.94,1783.0,2393.35,1122.81,-534.63,6.299,0.665,-0.665,5992.0,119.0,-119.0,4.385,0.054,-0.117,0.18,0.15,-0.15,1.125,0.186,-0.093,1.122,0.078,-0.078,37.6,801.0,0,0,0,0,1
1059,10214162,K01724.01,CONFIRMED,17.42393582,9.28e-05,-9.28e-05,4.929,0.144,-0.144,771.0,24.9,-24.9,0.927,0.002,-0.669,0.031088,0.000258,-0.00536,0.1136,1.51172,-0.01388,3.29,1.04,-0.41,0.1311,85.65,722.0,64.13,61.52,-22.23,12.22,6.0,-6.0,6018.0,189.0,-231.0,4.46,0.07,-0.21,-0.2,0.25,-0.3,0.969,0.306,-0.122,0.986,0.144,-0.118,33.2,66.0,0,0,0,0,1
1060,10905746,K01725.01,CONFIRMED,9.8786461,1.74e-05,-1.74e-05,1.8915,0.042,-0.042,1470.0,35.3,-35.3,0.019,0.423,-0.019,0.034764,0.00109,-0.000531,13.63743,0.31362,-5.06767,1.6,0.18,-0.21,0.0692,89.97,393.0,5.65,1.87,-1.77,41.282,0.949,-0.949,3609.0,72.0,-81.0,4.843,0.05,-0.055,-0.06,0.15,-0.15,0.422,0.046,-0.056,0.452,0.044,-0.066,49.2,57.0,0,0,0,0,1
1061,8242434,K01726.01,CONFIRMED,44.96407458,7.49e-05,-7.49e-05,4.981,0.0542,-0.0542,812.0,10.4,-10.4,0.11,0.369,-0.11,0.025141,0.000984,-0.000672,3.24935,0.05632,-1.24642,2.0,0.14,-0.07,0.2298,89.91,379.0,4.89,1.17,-0.69,70.29,1.2,-1.2,4827.0,96.0,-96.0,4.615,0.012,-0.054,0.14,0.15,-0.15,0.729,0.051,-0.026,0.817,0.024,-0.054,88.0,30.0,0,0,0,0,1
1062,6185331,K01727.01,CONFIRMED,49.7700907,0.000107,-0.000107,10.065,0.184,-0.184,3530.0,37.8,-37.8,0.655,0.065,-0.225,0.057313,0.000217,-0.00291,0.2356,0.15524,-0.06424,5.12,1.24,-0.41,0.2559,88.8,455.0,10.16,7.31,-2.55,31.4,10.3,-10.3,5774.0,155.0,-172.0,4.567,0.04,-0.16,-0.3,0.3,-0.3,0.818,0.199,-0.066,0.907,0.09,-0.11,109.8,21.0,0,0,0,0,1
1065,9636135,K01498.01,CONFIRMED,5.83376197,1.82e-05,-1.82e-05,3.9988,0.0877,-0.0877,533.0,15.5,-15.5,0.742,0.183,-0.528,0.022847,0.00362,-0.00174,0.273,0.50224,-0.2267,2.98,0.88,-0.35,0.0687,84.6,1143.0,403.49,350.26,-138.25,7.89,3.6,-3.6,6213.0,173.0,-259.0,4.387,0.06,-0.192,0.36,0.1,-0.3,1.195,0.351,-0.14,1.27,0.142,-0.156,36.6,234.0,0,0,0,0,1
1066,9636135,K01498.02,CONFIRMED,2.42150341,1.6e-05,-1.6e-05,2.965,0.167,-0.167,172.0,12.6,-12.6,0.55,0.402,-0.336,0.01238,0.000369,-0.000754,0.49521,0.55472,-0.02785,1.62,0.47,-0.19,0.0382,84.11,1532.0,1305.04,1132.86,-447.17,5.35,2.0,-2.0,6213.0,173.0,-259.0,4.387,0.06,-0.192,0.36,0.1,-0.3,1.195,0.351,-0.14,1.27,0.142,-0.156,15.8,511.0,0,0,0,0,1
1067,7841925,K01499.01,CONFIRMED,14.16400071,2.47e-05,-2.47e-05,4.3031,0.0479,-0.0479,728.0,10.8,-10.8,0.027,0.367,-0.027,0.024336,0.000583,-0.00026,1.61099,0.01145,-0.49395,2.35,0.51,-0.34,0.1057,89.94,694.0,54.95,36.73,-19.42,25.755,0.183,-0.183,5440.0,162.0,-162.0,4.438,0.144,-0.192,-0.24,0.35,-0.3,0.885,0.193,-0.129,0.782,0.116,-0.062,71.5,90.0,0,0,0,0,1
1068,7841925,K01499.02,CANDIDATE,0.840594032,4.46e-06,-4.46e-06,1.404,0.143,-0.143,49.8,5.3,-5.3,0.018,0.442,-0.018,0.006393,0.000474,-0.000367,2.67252,0.24699,-1.672,0.62,0.13,-0.09,0.0161,89.78,1780.0,2368.31,1583.23,-836.95,4.639,0.429,-0.429,5440.0,162.0,-162.0,4.438,0.144,-0.192,-0.24,0.35,-0.3,0.885,0.193,-0.129,0.782,0.116,-0.062,11.6,1469.0,0,0,0,0,0
1069,7841925,K01499.03,CONFIRMED,6.20920207,4.79e-05,-4.79e-05,2.637,0.17,-0.17,102.0,9.2,-9.2,0.272,0.189,-0.272,0.009191,0.000603,-0.00044,2.62579,0.75618,-1.152,0.89,0.19,-0.13,0.061,89.11,914.0,164.98,110.29,-58.3,17.49,5.0,-5.0,5440.0,162.0,-162.0,4.438,0.144,-0.192,-0.24,0.35,-0.3,0.885,0.193,-0.129,0.782,0.116,-0.062,12.1,208.0,0,0,0,0,1
1070,5219234,K01563.01,CONFIRMED,5.48711441,1.1e-05,-1.1e-05,2.93,0.066,-0.066,1330.0,27.5,-27.5,0.812,0.033,-0.562,0.037656,0.000336,-0.00451,0.50287,1.4647,-0.30794,3.24,0.21,-0.16,0.0571,84.98,836.0,115.29,26.09,-19.15,9.28,4.5,-4.5,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,51.9,207.0,0,0,0,0,1
1071,5219234,K01563.02,CONFIRMED,8.29084167,3.13e-05,-3.13e-05,3.613,0.129,-0.129,1030.0,32.3,-32.3,0.929,0.021,-0.679,0.037401,0.000187,-0.00803,0.14861,2.10514,-0.04947,3.21,0.21,-0.16,0.0752,83.45,728.0,66.47,15.04,-11.04,8.14,4.0,-4.0,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,34.7,132.0,0,0,0,0,1
1072,5219234,K01563.03,CONFIRMED,3.20539622,1.4e-05,-1.4e-05,2.143,0.0947,-0.0947,454.0,24.7,-24.7,0.512,0.004,-0.477,0.019789,0.000237,-0.0014,1.90059,1.38822,-0.15956,1.7,0.11,-0.08,0.0399,87.1,1000.0,236.11,53.42,-39.21,10.11,3.7,-3.7,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,20.6,326.0,0,0,0,0,1
1073,5219234,K01563.04,CONFIRMED,16.73869035,7.4e-05,-7.4e-05,2.398,0.105,-0.105,997.0,54.0,-54.0,0.578,0.335,-0.366,0.029747,0.00576,-0.00154,6.3351,4.86555,-5.55317,2.56,0.16,-0.13,0.1201,89.27,576.0,26.06,5.9,-4.33,45.4,17.4,-17.4,5103.0,101.0,-101.0,4.562,0.032,-0.048,0.04,0.15,-0.15,0.787,0.051,-0.039,0.823,0.041,-0.047,20.4,60.0,0,0,0,0,1
1075,9015738,K01616.01,CONFIRMED,13.93291548,4.46e-05,-4.46e-05,2.6239,0.0714,-0.0714,132.0,5.1,-5.1,0.908,0.031,-0.618,0.01259,0.000512,-0.00198,0.5853,5.62502,-0.26614,1.66,0.29,-0.19,0.1175,87.14,852.0,124.53,61.3,-35.53,18.18,8.7,-8.7,6026.0,121.0,-133.0,4.321,0.088,-0.121,0.1,0.15,-0.15,1.207,0.21,-0.14,1.113,0.081,-0.091,28.9,47.0,0,0,0,0,1
1076,7215603,K01618.01,CONFIRMED,2.36436762,1.9e-05,-1.9e-05,3.372,0.202,-0.202,28.4,2.7,-2.7,0.146,0.317,-0.146,0.004888,0.000328,-0.000233,0.52043,0.09626,-0.21703,0.82,0.02,-0.02,0.0382,88.44,1752.0,2228.09,203.74,-233.46,5.358,0.991,-0.991,6250.0,75.0,-82.0,4.184,0.013,-0.011,0.32,0.1,-0.15,1.543,0.031,-0.044,1.326,0.045,-0.056,12.4,571.0,0,0,0,0,1
1078,5561278,K01621.01,CONFIRMED,20.31047472,6.14e-05,-6.14e-05,5.3357,0.0676,-0.0676,165.0,4.1,-4.1,0.05,0.356,-0.05,0.011737,0.000311,-0.000183,1.16428,0.0709,-0.29296,2.41,0.18,-0.1,0.1549,89.9,931.0,177.81,40.33,-20.88,29.39,1.8,-1.8,6065.0,91.0,-72.0,3.97,0.011,-0.014,0.0,0.15,-0.15,1.877,0.141,-0.071,1.197,0.186,-0.074,46.1,67.0,0,0,0,0,1
1080,6387542,K01626.01,CONFIRMED,2.53475568,7.43e-06,-7.43e-06,4.5716,0.0706,-0.0706,463.0,10.2,-10.2,0.878,0.017,-0.622,0.022945,0.00101,-0.00297,0.04134,0.18831,-0.01294,2.02,0.48,-0.21,0.0339,68.67,1218.0,519.95,387.24,-152.89,2.41,1.1,-1.1,5662.0,186.0,-186.0,4.532,0.077,-0.143,-0.44,0.3,-0.3,0.806,0.192,-0.082,0.808,0.106,-0.071,51.3,450.0,0,0,0,0,1
1082,6869184,K01732.01,CONFIRMED,43.3167427,0.000236,-0.000236,4.995,0.137,-0.137,988.0,41.8,-41.8,0.034,0.412,-0.034,0.028621,0.0012,-0.000633,3.18525,0.19721,-1.1557,2.42,0.53,-0.19,0.2288,89.97,459.0,10.47,7.01,-2.6,68.11,4.2,-4.2,5654.0,169.0,-169.0,4.59,0.036,-0.144,-0.38,0.3,-0.3,0.774,0.169,-0.061,0.865,0.089,-0.097,27.1,32.0,0,0,0,0,1
1085,6604328,K01736.01,CONFIRMED,31.0033072,0.00019,-0.00019,5.253,0.142,-0.142,645.0,33.5,-33.5,0.151,0.294,-0.151,0.023218,0.000991,-0.000687,1.87035,0.17652,-0.62242,2.72,0.72,-0.31,0.2037,89.81,616.0,34.03,27.86,-11.22,45.63,4.3,-4.3,6090.0,193.0,-236.0,4.447,0.058,-0.173,0.21,0.2,-0.35,1.071,0.286,-0.122,1.173,0.113,-0.17,22.1,41.0,0,0,0,0,1
1087,7439316,K01501.01,CONFIRMED,2.617028373,6.59e-06,-6.59e-06,2.046,0.0658,-0.0658,499.0,19.0,-19.0,0.146,0.291,-0.146,0.019867,0.000834,-0.000494,2.66491,0.38629,-0.81561,1.57,0.12,-0.15,0.0331,89.15,996.0,233.23,71.71,-63.88,9.88,1.4,-1.4,4831.0,146.0,-146.0,4.568,0.065,-0.035,-0.14,0.3,-0.3,0.724,0.056,-0.068,0.706,0.081,-0.054,30.8,514.0,0,0,0,0,1
1090,12400538,K01503.01,CONFIRMED,150.2412582,0.000549,-0.000549,10.849,0.126,-0.126,2380.0,37.2,-37.2,0.345,0.073,-0.345,0.044645,0.000506,-0.00108,0.95103,0.19521,-0.1794,4.6,0.6,-0.4,0.5375,89.81,327.0,2.72,1.04,-0.63,104.3,21.4,-21.4,5604.0,111.0,-111.0,4.451,0.076,-0.102,0.0,0.15,-0.15,0.943,0.123,-0.082,0.916,0.062,-0.056,72.3,10.0,0,0,0,0,1
1091,5184584,K01564.01,CONFIRMED,53.44944498,6.7e-05,-6.7e-05,5.3091,0.0439,-0.0439,3440.0,33.2,-33.2,0.092,0.27,-0.092,0.053288,0.000873,-0.000421,3.47971,0.00643,-1.00916,5.82,1.49,-0.5,0.2881,89.93,486.0,13.23,10.07,-3.61,80.697,0.149,-0.149,5919.0,162.0,-203.0,4.485,0.044,-0.187,0.21,0.2,-0.3,1.0,0.257,-0.086,1.114,0.1,-0.137,119.5,24.0,0,0,0,0,1
1094,5438099,K01567.01,CONFIRMED,7.24022418,1.67e-05,-1.67e-05,2.9153,0.0506,-0.0506,865.0,19.7,-19.7,0.507,0.389,-0.314,0.027225,0.00523,-0.000994,1.76296,1.05147,-0.01624,2.14,0.14,-0.08,0.0672,88.29,716.0,62.1,14.23,-9.37,16.97,5.1,-5.1,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,48.2,158.0,0,0,0,0,1
1095,5438099,K01567.02,CONFIRMED,4.64622383,1.62e-05,-1.62e-05,2.5137,0.0642,-0.0642,447.0,17.4,-17.4,0.88,0.042,-0.625,0.023132,0.000245,-0.00393,0.35757,2.20045,-0.16243,1.82,0.12,-0.07,0.05,83.18,830.0,112.18,25.69,-16.94,7.42,3.5,-3.5,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,28.2,228.0,0,0,0,0,1
1096,6543893,K01627.01,CONFIRMED,10.29674097,3.59e-05,-3.59e-05,2.7292,0.0753,-0.0753,1010.0,35.2,-35.2,0.298,0.146,-0.298,0.029321,0.000806,-0.000793,4.08768,0.76441,-1.22591,5.75,0.95,-1.3,0.1009,89.4,1129.0,384.86,165.5,-166.47,28.4,5.3,-5.3,6068.0,82.0,-82.0,4.04,0.182,-0.112,0.16,0.15,-0.1,1.797,0.295,-0.406,1.294,0.131,-0.145,31.3,111.0,0,0,0,0,1
1097,6543893,K01627.02,CONFIRMED,5.93919041,3.06e-05,-3.06e-05,2.285,0.115,-0.115,425.0,29.1,-29.1,0.107,0.337,-0.107,0.018858,0.000974,-0.000681,4.37512,0.52469,-1.80834,3.7,0.61,-0.84,0.0699,89.7,1357.0,801.92,344.85,-346.87,20.13,2.4,-2.4,6068.0,82.0,-82.0,4.04,0.182,-0.112,0.16,0.15,-0.1,1.797,0.295,-0.406,1.294,0.131,-0.145,15.9,184.0,0,0,0,0,1
1098,6975129,K01628.01,CONFIRMED,19.74733983,4.32e-05,-4.32e-05,3.4444,0.0646,-0.0646,481.0,11.1,-11.1,0.595,0.015,-0.484,0.020906,0.00388,-0.000774,2.33083,1.70116,-1.6837,2.62,0.46,-0.15,0.1531,89.06,754.0,76.57,36.0,-14.39,36.4,13.3,-13.3,6243.0,99.0,-136.0,4.406,0.026,-0.136,0.21,0.15,-0.2,1.149,0.201,-0.067,1.226,0.076,-0.102,47.1,66.0,0,0,0,0,1
1099,11391018,K00189.01,CONFIRMED,30.36044536,4.6e-06,-4.6e-06,6.0134,0.0133,-0.0133,21100.0,21.9,-21.9,0.359,0.02,-0.02,0.131544,0.000314,-0.000368,1.45568,0.03681,-0.03406,10.99,0.9,-1.11,0.1725,89.5,459.0,10.47,3.34,-2.87,41.39,1.0,-1.0,4939.0,148.0,-133.0,4.541,0.072,-0.044,-0.06,0.3,-0.3,0.765,0.063,-0.077,0.74,0.09,-0.055,1126.2,35.0,0,0,0,0,1
1100,8685497,K01629.01,CONFIRMED,4.4096675,1.19e-05,-1.19e-05,2.1418,0.0626,-0.0626,133.0,5.8,-5.8,0.814,0.12,-0.579,0.011829,0.00127,-0.0014,0.83043,2.78602,-0.13481,1.51,0.25,-0.15,0.0544,85.07,1192.0,476.94,218.4,-120.73,9.49,4.5,-4.5,5836.0,104.0,-127.0,4.347,0.08,-0.12,0.3,0.1,-0.15,1.166,0.193,-0.113,1.1,0.075,-0.075,26.4,306.0,0,0,0,0,1
1101,4365645,K01738.01,CONFIRMED,4.16787814,1.07e-05,-1.07e-05,2.2136,0.0649,-0.0649,168.0,5.9,-5.9,0.168,0.271,-0.168,0.011622,0.000334,-0.000427,3.22623,0.29218,-1.05175,1.07,0.1,-0.04,0.0491,89.33,962.0,202.48,51.07,-27.58,14.36,1.3,-1.3,5251.0,73.0,-84.0,4.541,0.028,-0.083,0.22,0.15,-0.15,0.847,0.075,-0.034,0.91,0.032,-0.055,32.9,325.0,0,0,0,0,1
1103,8197343,K01746.01,CONFIRMED,11.79161234,5.36e-05,-5.36e-05,3.036,0.11,-0.11,415.0,22.6,-22.6,0.034,0.404,-0.034,0.018403,0.00085,-0.000552,3.7482,0.21912,-1.45736,2.41,0.38,-0.42,0.1002,89.94,857.0,127.75,52.51,-44.88,30.2,1.8,-1.8,5619.0,75.0,-75.0,4.264,0.162,-0.108,0.14,0.15,-0.15,1.199,0.188,-0.207,0.962,0.068,-0.054,20.7,114.0,0,0,0,0,1
1105,6786348,K01749.01,CONFIRMED,26.964501,0.000154,-0.000154,3.792,0.131,-0.131,602.0,34.7,-34.7,0.006,0.43,-0.006,0.022247,0.00108,-0.000664,4.45566,0.46469,-1.51195,2.2,0.52,-0.22,0.1773,89.99,573.0,25.56,18.08,-7.42,55.53,5.8,-5.8,5754.0,161.0,-182.0,4.534,0.042,-0.168,0.07,0.25,-0.3,0.905,0.214,-0.092,1.021,0.091,-0.136,20.1,54.0,0,0,0,0,1
1106,6209677,K01750.01,CONFIRMED,7.76845639,4.11e-05,-4.11e-05,3.689,0.128,-0.128,218.0,10.2,-10.2,0.353,0.124,-0.353,0.013457,0.000459,-0.000586,1.12282,0.39034,-0.28031,1.35,0.15,-0.1,0.0749,88.68,841.0,118.09,36.6,-21.63,15.3,5.3,-5.3,5447.0,81.0,-81.0,4.481,0.053,-0.098,0.16,0.15,-0.15,0.917,0.102,-0.063,0.928,0.048,-0.053,23.6,173.0,0,0,0,0,1
1108,9813499,K01505.01,CONFIRMED,5.03257009,2.32e-05,-2.32e-05,4.213,0.285,-0.285,439.0,17.2,-17.2,0.97,0.025,-0.68,0.025553,0.00163,-0.00644,0.02428,1.03315,-0.02999,2.53,0.82,-0.21,0.0575,72.3,1047.0,283.49,268.19,-76.36,3.19,1.6,-1.6,5970.0,161.0,-197.0,4.521,0.039,-0.221,-0.18,0.3,-0.3,0.908,0.293,-0.078,0.996,0.118,-0.131,26.3,264.0,0,0,0,0,1
1109,12254792,K01506.01,CONFIRMED,40.4286676,0.000181,-0.000181,7.102,0.179,-0.179,916.0,25.1,-25.1,0.872,0.054,-0.618,0.032104,0.00109,-0.00409,0.16081,0.90912,-0.08006,2.92,0.79,-0.26,0.2244,87.92,494.0,14.08,10.99,-3.65,24.0,11.3,-11.3,5813.0,145.0,-160.0,4.561,0.035,-0.196,-0.28,0.3,-0.3,0.833,0.225,-0.075,0.925,0.101,-0.111,40.9,35.0,0,0,0,0,1
1110,12020218,K01507.01,CONFIRMED,21.3588236,0.000109,-0.000109,5.823,0.114,-0.114,640.0,21.9,-21.9,0.092,0.349,-0.092,0.023225,0.00074,-0.000511,0.96612,0.04199,-0.33695,2.52,0.8,-0.27,0.1539,89.81,691.0,53.89,50.56,-16.95,28.56,1.2,-1.2,6170.0,170.0,-233.0,4.472,0.054,-0.216,-0.16,0.25,-0.35,0.992,0.316,-0.105,1.063,0.139,-0.153,33.2,64.0,0,0,0,0,1
1111,7690844,K01508.01,CONFIRMED,22.0459163,0.000111,-0.000111,5.22,0.118,-0.118,805.0,29.8,-29.8,0.837,0.064,-0.596,0.02939,0.00301,-0.00351,0.2832,1.16569,-0.13597,3.05,0.76,-0.27,0.1572,87.53,640.0,39.69,29.86,-10.81,19.38,8.9,-8.9,5900.0,176.0,-193.0,4.509,0.042,-0.178,0.07,0.25,-0.35,0.951,0.236,-0.084,1.065,0.102,-0.153,29.7,61.0,0,0,0,0,1
1113,5438099,K01567.03,CONFIRMED,17.32670445,7.39e-05,-7.39e-05,4.269,0.1,-0.1,800.0,24.5,-24.5,0.756,0.154,-0.517,0.028301,0.00447,-0.00287,0.63867,1.3324,-0.43574,2.23,0.14,-0.09,0.1203,88.0,535.0,19.38,4.44,-2.93,21.64,9.0,-9.0,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,34.8,67.0,0,0,0,0,1
1114,5438099,K01567.04,CONFIRMED,44.8411168,0.000278,-0.000278,5.902,0.135,-0.135,1050.0,38.5,-38.5,0.864,0.05,-0.612,0.034889,0.000484,-0.00559,0.34096,1.74781,-0.18174,2.75,0.18,-0.11,0.2268,88.5,390.0,5.45,1.25,-0.82,33.1,15.4,-15.4,4955.0,100.0,-100.0,4.61,0.018,-0.046,-0.1,0.15,-0.15,0.721,0.047,-0.029,0.774,0.036,-0.048,28.9,20.0,0,0,0,0,1
1117,8082001,K01570.01,CONFIRMED,6.33855946,1.27e-05,-1.27e-05,3.4617,0.0884,-0.0884,722.0,14.1,-14.1,0.907,0.004,-0.635,0.029391,0.000526,-0.00399,0.15324,1.33142,-0.02422,3.31,1.09,-0.37,0.0699,82.42,1034.0,270.47,272.24,-87.75,6.88,3.3,-3.3,6108.0,193.0,-236.0,4.466,0.056,-0.224,0.07,0.25,-0.35,1.03,0.341,-0.114,1.132,0.151,-0.166,57.4,174.0,0,0,0,0,1
1119,9277896,K01632.01,CONFIRMED,4.59489816,1.58e-05,-1.58e-05,3.1381,0.0656,-0.0656,110.0,4.7,-4.7,0.953,0.023,-0.719,0.012245,0.000543,-0.00264,0.05482,1.5521,-0.03495,1.85,0.32,-0.32,0.0566,76.0,1319.0,716.65,352.04,-269.03,3.94,2.0,-2.0,6056.0,121.0,-133.0,4.217,0.143,-0.117,0.1,0.15,-0.15,1.381,0.24,-0.24,1.148,0.093,-0.104,27.7,291.0,0,0,0,0,1
1120,9401997,K01633.01,CONFIRMED,32.2964275,0.000307,-0.000307,4.561,0.214,-0.214,472.0,30.5,-30.5,0.207,0.248,-0.207,0.019489,0.00105,-0.000712,2.85696,0.51071,-1.01091,1.9,0.14,-0.16,0.1885,89.78,503.0,15.14,3.48,-3.04,54.01,9.7,-9.7,5246.0,84.0,-73.0,4.47,0.078,-0.052,0.14,0.15,-0.15,0.891,0.066,-0.072,0.854,0.055,-0.037,17.9,43.0,0,0,0,0,1
1121,10686864,K01637.01,CONFIRMED,2.97041801,1.07e-05,-1.07e-05,2.2369,0.0894,-0.0894,531.0,27.7,-27.7,0.379,0.066,-0.379,0.020967,0.000535,-0.00109,1.92074,0.61623,-0.49482,1.7,0.22,-0.13,0.0378,87.75,991.0,228.11,106.08,-60.69,9.64,3.1,-3.1,5068.0,179.0,-179.0,4.608,0.028,-0.077,-0.02,0.25,-0.3,0.743,0.096,-0.059,0.833,0.059,-0.088,22.4,362.0,0,0,0,0,1
1129,7901948,K01511.01,CONFIRMED,2.578852119,5.7e-06,-5.7e-06,2.3581,0.0555,-0.0555,334.0,10.6,-10.6,0.625,0.004,-0.499,0.017525,0.00272,-0.000854,0.87558,0.75272,-0.66862,1.63,0.47,-0.14,0.0362,84.69,1230.0,540.56,456.93,-144.14,6.75,2.9,-2.9,5743.0,154.0,-171.0,4.553,0.035,-0.196,-0.14,0.3,-0.3,0.853,0.246,-0.077,0.949,0.103,-0.113,36.7,524.0,0,0,0,0,1
