rowid,kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_model_snr,koi_num_transits,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec
757,11599038,K01437.01,CONFIRMED,7.01733571,5.17e-05,-5.17e-05,3.567,0.18,-0.18,256.0,18.2,-18.2,0.581,0.021,-0.475,0.015214,0.000267,-0.00108,0.75604,0.84699,-0.04403,1.61,0.5,-0.2,0.0712,87.34,984.0,221.46,204.04,-73.17,12.53,4.7,-4.7,6052.0,163.0,-199.0,4.456,0.07,-0.21,-0.26,0.3,-0.3,0.967,0.304,-0.121,0.974,0.13,-0.117,15.5,152.0,0,0,0,0
758,11193263,K01438.01,CONFIRMED,6.91134223,2.48e-05,-2.48e-05,5.6743,0.0788,-0.0788,202.0,5.2,-5.2,0.259,0.175,-0.259,0.01292,0.00032,-0.000289,0.30165,0.04583,-0.06424,1.9,0.35,-0.37,0.072,88.37,1086.0,328.65,166.16,-131.7,9.13,1.4,-1.4,5685.0,114.0,-103.0,4.194,0.162,-0.108,0.24,0.15,-0.15,1.35,0.242,-0.266,1.039,0.1,-0.067,44.0,196.0,0,0,0,0
759,11027624,K01439.01,CONFIRMED,394.6249514,0.000817,-0.000817,24.108,0.107,-0.107,2010.0,10.1,-10.1,0.336,0.092,-0.229,0.041298,6.7e-05,-0.000641,0.22747,0.04532,-0.0088,7.79,1.27,-1.9,1.1088,89.84,325.0,2.65,1.2,-1.26,123.3,24.6,-24.6,5910.0,107.0,-119.0,4.03,0.196,-0.084,0.14,0.15,-0.15,1.727,0.281,-0.422,1.164,0.143,-0.12,234.6,4.0,0,0,0,0
760,11032227,K01440.01,CONFIRMED,7.19304935,3.6e-05,-3.6e-05,3.407,0.108,-0.108,255.0,15.5,-15.5,0.017,0.396,-0.017,0.014669,0.000654,-0.000443,1.60453,0.14364,-0.48679,1.59,0.49,-0.17,0.0744,89.94,995.0,232.36,212.37,-70.37,16.37,1.5,-1.5,6185.0,174.0,-218.0,4.472,0.05,-0.2,-0.18,0.25,-0.3,0.991,0.306,-0.102,1.06,0.144,-0.144,19.0,185.0,0,0,0,0
761,8751933,K01257.01,CONFIRMED,86.64764448,4.4e-05,-4.4e-05,4.2326,0.0174,-0.0174,7310.0,35.2,-35.2,0.0,0.196,0.0,0.07685,0.000514,-0.000196,12.03473,0.16898,-0.72276,9.4,1.33,-1.33,0.3786,90.0,419.0,7.28,2.73,-2.22,168.41,2.4,-2.4,5522.0,75.0,-83.0,4.323,0.132,-0.108,0.26,0.15,-0.15,1.12,0.158,-0.158,0.963,0.058,-0.047,241.9,16.0,0,0,0,0
762,8630788,K01258.01,CONFIRMED,36.33750453,7.26e-05,-7.26e-05,7.06,0.161,-0.161,2830.0,32.5,-32.5,0.825,0.019,-0.069,0.054879,0.000677,-0.002,0.24809,0.08569,-0.05861,5.3,1.38,-0.46,0.2137,88.17,513.0,16.36,12.57,-4.3,25.87,8.9,-8.9,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,96.8,38.0,0,0,0,0
763,8630788,K01258.02,CONFIRMED,14.64613058,7.96e-05,-7.96e-05,5.688,0.135,-0.135,594.0,21.5,-21.5,0.561,0.353,-0.358,0.022987,0.00452,-0.000846,0.42172,0.33857,-0.00975,2.22,0.58,-0.19,0.1166,88.09,694.0,54.95,42.24,-14.45,16.85,6.8,-6.8,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,30.0,89.0,0,0,0,0
764,8630788,K01258.03,CONFIRMED,148.272013,0.000825,-0.000825,4.192,0.174,-0.174,1710.0,84.9,-84.9,0.883,0.069,-0.612,0.04452,0.00861,-0.00714,2.95931,21.54188,-0.62404,4.3,1.12,-0.38,0.5456,89.66,321.0,2.51,1.93,-0.66,150.9,73.3,-73.3,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.0,0.25,-0.3,0.884,0.23,-0.077,0.984,0.102,-0.114,21.8,8.0,0,0,0,0
765,8823426,K01259.01,FALSE POSITIVE,1.506507172,2.45e-06,-2.45e-06,4.5346,0.0719,-0.0719,881.0,12.0,-12.0,1.226,0.776,-0.037,0.259398,0.756,-0.0575,0.02483,0.05439,-0.00537,13.4,0.79,-0.99,0.0202,31.59,801.0,97.56,18.93,-19.63,1.439,0.63,-0.63,3755.0,59.0,-66.0,4.774,0.042,-0.025,-0.2,0.1,-0.1,0.473,0.028,-0.035,0.485,0.029,-0.031,86.7,869.0,0,1,1,1
766,4070376,K01318.01,FALSE POSITIVE,1.634614356,4.44e-07,-4.44e-07,3.4422,0.0153,-0.0153,19800.0,66.0,-66.0,1.229,0.062,-0.054,0.417475,0.0577,-0.0468,0.1674,0.00699,-0.00697,44.22,14.4,-4.79,0.0272,64.64,1611.0,1597.73,1577.83,-494.27,2.87,0.12,-0.12,6121.0,191.0,-212.0,4.468,0.054,-0.216,-0.22,0.3,-0.3,0.97,0.316,-0.105,1.001,0.142,-0.129,376.5,657.0,0,1,0,0
767,4078157,K01319.01,FALSE POSITIVE,16.02501898,8.5e-06,-8.5e-06,3.8828,0.015,-0.015,29100.0,132.0,-132.0,13.239,66.18,-10.17,12.407403,66.1,-10.2,23.188,475.88593,-31.94958,1069.01,278.0,-92.1,0.1187,78.78,657.0,44.01,35.5,-11.86,68.0,33.2,-33.2,5776.0,190.0,-190.0,4.582,0.042,-0.168,-0.42,0.3,-0.3,0.789,0.205,-0.068,0.879,0.096,-0.096,257.8,54.0,0,1,0,0
768,4164994,K01320.01,CONFIRMED,10.50682978,3.68e-06,-3.68e-06,3.7769,0.0353,-0.0353,13400.0,45.2,-45.2,0.407,0.074,-0.178,0.105491,0.00322,-0.00165,1.78859,0.47803,-0.06018,9.01,1.2,-0.7,0.0895,88.93,668.0,47.21,22.62,-12.56,21.85,5.8,-5.8,5127.0,185.0,-185.0,4.589,0.03,-0.09,0.12,0.25,-0.3,0.782,0.104,-0.061,0.872,0.057,-0.092,343.4,83.0,0,0,0,0
769,4480676,K01321.01,FALSE POSITIVE,0.711966971,1.12e-07,-1.12e-07,2.0221,0.00774,-0.00774,6230.0,19.4,-19.4,1.268,0.591,-0.066,0.367816,0.574,-0.0612,0.2555,0.27182,-0.02264,33.34,6.95,-4.66,0.0141,48.11,1855.0,2808.98,1855.16,-965.16,1.899,0.673,-0.673,5486.0,179.0,-162.0,4.47,0.13,-0.159,-0.44,0.35,-0.3,0.83,0.173,-0.116,0.741,0.117,-0.05,392.2,1501.0,0,1,0,0
770,4079535,K01322.01,FALSE POSITIVE,17.72724392,1.4e-05,-1.4e-05,4.1073,0.0404,-0.0404,16900.0,249.0,-249.0,0.825,0.009,-0.011,0.134419,0.00143,-0.00183,1.02112,0.05548,-0.06941,14.77,4.91,-1.65,0.1364,88.16,741.0,71.06,72.08,-23.16,25.69,1.4,-1.4,6181.0,197.0,-240.0,4.464,0.056,-0.224,-0.14,0.25,-0.35,1.006,0.335,-0.112,1.074,0.144,-0.144,109.7,49.0,0,1,1,1
771,6766634,K01375.01,CONFIRMED,321.2124365,0.000404,-0.000404,4.012,0.165,-0.165,2360.0,33.2,-33.2,0.873,0.035,-0.581,0.051603,0.00048,-0.00642,8.48974,43.05226,-3.05603,7.25,1.16,-1.17,0.9453,89.86,310.0,2.17,1.0,-0.76,359.0,166.0,-166.0,6018.0,120.0,-120.0,4.257,0.137,-0.112,0.06,0.15,-0.15,1.286,0.207,-0.207,1.09,0.1,-0.082,81.7,5.0,0,0,0,0
772,6774826,K01376.01,FALSE POSITIVE,7.13895376,3.33e-05,-3.33e-05,4.568,0.201,-0.201,254.0,9.3,-9.3,1.199,6.713,-0.015,0.213296,6.71,-0.014,0.0061,0.42992,-0.00077,49.96,11.2,-20.7,0.0807,61.87,1622.0,1635.0,1135.48,-1162.96,2.54,1.3,-1.3,7131.0,225.0,-300.0,3.913,0.367,-0.122,-0.5,0.25,-0.3,2.145,0.479,-0.889,1.373,0.193,-0.265,32.9,184.0,0,0,1,0
773,5652237,K00164.01,FALSE POSITIVE,4.4645454,1.38e-05,-1.38e-05,2.8823,0.0781,-0.0781,194.0,6.1,-6.1,0.808,0.139,-0.565,0.014181,0.000145,-0.00136,0.36937,1.0973,-0.29669,3.07,0.75,-1.37,0.0559,83.64,1601.0,1555.36,1163.05,-1139.8,7.3,3.6,-3.6,6093.0,195.0,-195.0,3.91,0.443,-0.118,-0.18,0.3,-0.3,1.985,0.479,-0.89,1.168,0.169,-0.233,37.6,300.0,0,1,1,1
774,7211469,K01377.01,CONFIRMED,11.29689442,6.91e-05,-6.91e-05,4.623,0.149,-0.149,199.0,10.9,-10.9,0.634,0.274,-0.41,0.013526,0.00219,-0.000711,0.47935,0.47444,-0.39133,1.74,0.28,-0.15,0.1033,87.54,907.0,160.18,67.36,-33.88,14.79,7.3,-7.3,6096.0,79.0,-85.0,4.358,0.063,-0.117,0.14,0.15,-0.15,1.176,0.19,-0.102,1.155,0.069,-0.083,20.9,121.0,0,0,0,0
775,7375795,K01378.01,FALSE POSITIVE,19.30112039,7.41e-05,-7.41e-05,6.0752,0.0887,-0.0887,232.0,5.4,-5.4,0.862,0.058,-0.577,0.016082,0.00137,-0.00199,0.11359,0.55652,-0.00254,1.66,0.21,-0.2,0.1324,86.22,669.0,47.49,18.09,-13.1,13.08,6.4,-6.4,5687.0,114.0,-102.0,4.408,0.11,-0.099,-0.3,0.15,-0.15,0.943,0.122,-0.111,0.83,0.073,-0.037,45.0,71.0,0,0,1,0
776,7255336,K00019.01,FALSE POSITIVE,1.20320092,2.96e-07,-2.96e-07,1.9197,0.0108,-0.0108,2810.0,13.5,-13.5,1.274,3.088,-0.042,0.334324,3.04,-0.0396,0.15977,1.68928,-0.00527,49.25,8.83,-8.84,0.0225,56.44,2124.0,4809.16,2430.0,-1846.8,2.3,1.1,-1.1,6218.0,124.0,-137.0,4.198,0.162,-0.108,-0.24,0.15,-0.15,1.349,0.242,-0.242,1.045,0.104,-0.078,250.8,1110.0,0,1,0,0
777,7831264,K00171.01,CONFIRMED,5.968724048,6.04e-06,-6.04e-06,3.651,0.029,-0.029,511.0,5.3,-5.3,0.166,0.263,-0.166,0.020737,0.000395,-0.000209,1.06053,0.03742,-0.3561,3.26,0.58,-0.58,0.067,89.25,1251.0,579.9,299.63,-219.39,12.593,0.444,-0.444,6122.0,136.0,-124.0,4.173,0.168,-0.112,0.02,0.15,-0.15,1.439,0.257,-0.257,1.123,0.116,-0.085,107.1,225.0,0,0,0,0
778,7802136,K01449.01,FALSE POSITIVE,10.9802462,6.93e-07,-6.93e-07,3.74464,0.0034,-0.0034,50100.0,44.7,-44.7,0.733,0.001,-0.001,0.223972,0.000186,-0.000211,1.66524,0.00767,-0.00815,21.94,5.82,-2.91,0.0917,88.09,821.0,107.47,83.74,-34.92,21.976,0.101,-0.101,5952.0,159.0,-159.0,4.462,0.098,-0.182,-0.52,0.3,-0.3,0.897,0.238,-0.119,0.851,0.105,-0.07,1555.4,123.0,0,1,0,0
779,7532973,K01450.01,CONFIRMED,2.144632238,1.27e-06,-1.27e-06,6.2701,0.0362,-0.0362,19800.0,76.9,-76.9,1.228,0.059,-0.048,0.415349,0.0505,-0.0461,0.04677,0.00247,-0.00233,59.19,18.0,-12.0,0.0334,56.9,1736.0,2146.82,1923.32,-961.12,2.249,0.119,-0.119,6296.0,175.0,-219.0,4.24,0.18,-0.18,-0.16,0.25,-0.3,1.305,0.396,-0.264,1.076,0.181,-0.131,334.8,629.0,0,1,0,0
780,9632895,K01451.01,FALSE POSITIVE,27.32204488,1.16e-06,-1.16e-06,5.6716,0.00279,-0.00279,77500.0,25.7,-25.7,0.257,0.003,-0.004,0.255925,7.8e-05,-9e-05,2.34763,0.00837,-0.00677,21.58,4.72,-1.91,0.1682,89.67,531.0,18.81,12.28,-4.79,45.248,0.161,-0.161,5620.0,152.0,-152.0,4.592,0.036,-0.135,-0.36,0.3,-0.3,0.772,0.169,-0.068,0.863,0.078,-0.097,3622.7,50.0,0,1,0,0
781,7449844,K01452.01,FALSE POSITIVE,1.152216965,7.84e-07,-7.84e-07,2.2245,0.0755,-0.0755,12100.0,167.0,-167.0,0.811,0.025,-0.054,0.113752,0.00175,-0.00485,0.44883,0.13344,-0.07413,187.73,50.9,-50.9,0.0326,75.12,5283.0,183811.71,174589.84,-139795.71,3.158,0.939,-0.939,5560.0,268.0,-1005.0,2.619,0.075,-0.225,0.56,0.05,-0.25,15.113,4.094,-4.094,3.468,0.152,-0.913,104.5,1162.0,0,1,0,0
782,8766222,K01260.01,FALSE POSITIVE,5.2972293,2.48e-05,-2.48e-05,3.799,0.474,-0.474,1210.0,61.0,-61.0,0.022,6.829,-0.007,0.030552,5.89,-0.00126,0.8954,5.38373,-0.60375,47.7,10.6,-10.6,0.0726,89.88,2867.0,15961.1,9804.73,-7214.03,10.99,5.1,-5.1,4631.0,92.0,-115.0,2.386,0.03,-0.03,-0.04,0.2,-0.3,14.296,3.167,-3.167,1.812,1.035,-0.69,31.8,249.0,0,1,1,1
783,8678594,K01261.01,CONFIRMED,133.460999,0.000257,-0.000257,11.4997,0.0691,-0.0691,5030.0,32.4,-32.4,0.249,0.043,-0.249,0.064443,0.000305,-0.000722,0.82029,0.09191,-0.03712,11.21,1.72,-2.59,0.5167,89.84,433.0,8.29,3.42,-3.64,91.8,10.3,-10.3,5588.0,83.0,-75.0,4.047,0.203,-0.087,0.14,0.15,-0.15,1.593,0.245,-0.368,1.031,0.094,-0.094,162.3,10.0,0,0,0,0
784,10925104,K00156.02,CONFIRMED,5.188563677,6.37e-06,-6.37e-06,2.3683,0.0297,-0.0297,359.0,7.0,-7.0,0.179,0.209,-0.179,0.017039,0.000381,-0.000301,3.31186,0.42087,-0.58528,1.0,0.07,-0.06,0.0484,89.39,586.0,27.95,6.1,-5.21,16.77,2.1,-2.1,3980.0,79.0,-79.0,4.722,0.03,-0.033,-0.2,0.15,-0.15,0.54,0.033,-0.033,0.56,0.031,-0.038,56.4,239.0,0,0,0,0
785,8678594,K01261.02,CONFIRMED,15.19423359,8.34e-05,-8.34e-05,3.106,0.125,-0.125,368.0,22.5,-22.5,0.906,0.054,-0.611,0.021229,0.00269,-0.00393,0.45024,4.90141,-0.34239,3.69,0.57,-0.85,0.1214,87.06,893.0,150.25,61.93,-66.07,17.65,8.7,-8.7,5588.0,83.0,-75.0,4.047,0.203,-0.087,0.14,0.15,-0.15,1.593,0.245,-0.368,1.031,0.094,-0.094,18.1,88.0,0,0,0,0
786,8703884,K01262.01,FALSE POSITIVE,14.17098745,2.12e-05,-2.12e-05,3.4804,0.0422,-0.0422,3070.0,37.9,-37.9,0.041,0.353,-0.041,0.049395,0.00125,-0.000498,3.27042,0.1527,-0.7453,4.19,0.52,-0.39,0.1068,89.93,608.0,32.22,14.57,-9.29,32.62,1.5,-1.5,5107.0,179.0,-179.0,4.565,0.044,-0.072,-0.02,0.3,-0.3,0.777,0.097,-0.073,0.807,0.082,-0.073,93.6,84.0,0,0,1,1
787,8560840,K01263.01,FALSE POSITIVE,31.9734169,0.000203,-0.000203,13.262,0.228,-0.228,1410.0,26.0,-26.0,1.24,35.62,-0.119,0.285156,35.6,-0.112,0.00468,1.65263,-0.0007,24.1,2.15,-1.59,0.1876,78.69,442.0,9.01,3.02,-2.05,6.32,3.2,-3.2,4931.0,148.0,-148.0,4.595,0.024,-0.064,0.28,0.15,-0.3,0.774,0.069,-0.051,0.865,0.037,-0.079,62.5,43.0,0,1,1,1
788,4076098,K01323.01,CONFIRMED,3.990105908,1.43e-06,-1.43e-06,2.4108,0.0414,-0.0414,6150.0,32.5,-32.5,0.582,0.057,-0.329,0.074711,0.00317,-0.00229,1.78404,1.33361,-0.0184,7.45,2.18,-0.73,0.0493,87.09,1124.0,378.53,327.65,-114.98,11.45,4.3,-4.3,5926.0,166.0,-228.0,4.519,0.048,-0.192,-0.12,0.3,-0.3,0.913,0.267,-0.089,1.004,0.122,-0.135,247.8,212.0,0,0,0,0
789,4551328,K01324.01,FALSE POSITIVE,0.52205862,2.01e-07,-2.01e-07,2.0847,0.0194,-0.0194,1380.0,10.1,-10.1,1.24,0.447,-0.053,0.283326,0.436,-0.0541,0.19323,0.19895,-0.04779,27.16,5.14,-3.15,0.012,28.22,2022.0,3951.57,2406.38,-1217.26,1.407,0.483,-0.483,5359.0,176.0,-160.0,4.478,0.092,-0.138,0.0,0.25,-0.3,0.878,0.166,-0.102,0.847,0.096,-0.072,169.0,1280.0,0,1,1,0
790,4282872,K01325.01,CONFIRMED,10.03538181,6.48e-06,-6.48e-06,3.4062,0.0265,-0.0265,2830.0,21.7,-21.7,0.079,0.284,-0.079,0.048571,0.00075,-0.000314,2.45043,0.09733,-0.45195,4.42,1.13,-0.38,0.0886,89.81,786.0,90.33,68.12,-23.39,23.541,0.935,-0.935,5813.0,157.0,-174.0,4.561,0.042,-0.168,-0.28,0.3,-0.3,0.833,0.213,-0.071,0.925,0.101,-0.111,150.9,107.0,0,0,0,0
791,4639868,K01326.01,FALSE POSITIVE,53.10094262,3.22e-06,-3.22e-06,2.2868,0.00566,-0.00566,20000.0,25.2,-25.2,0.988,0.039,-0.025,0.226043,0.0277,-0.0186,14.29477,0.11037,-0.59616,24.02,2.89,-2.89,0.263,89.56,464.0,10.93,3.91,-3.06,128.679,0.994,-0.994,5465.0,109.0,-98.0,4.396,0.126,-0.084,0.0,0.15,-0.15,0.973,0.117,-0.117,0.859,0.071,-0.038,1108.5,27.0,0,1,0,0
792,10555375,K00158.01,FALSE POSITIVE,5.80181368,1.86e-05,-1.86e-05,4.119,0.156,-0.156,270.0,8.4,-8.4,0.967,0.07,-0.745,0.019721,0.00216,-0.00478,0.0266,1.054,-0.08871,4.52,0.97,-2.28,0.0665,74.49,1491.0,1168.82,779.46,-914.73,3.62,1.8,-1.8,6020.0,183.0,-183.0,3.86,0.512,-0.128,-0.24,0.3,-0.3,2.097,0.453,-1.057,1.162,0.178,-0.238,35.3,179.0,0,0,1,1
793,4372768,K01327.01,FALSE POSITIVE,15.6402515,0.000184,-0.000184,6.222,0.388,-0.388,800.0,49.5,-49.5,1.167,70.14,-0.084,0.200775,70.1,-0.0821,0.01299,47.02766,-0.0015,18.11,2.85,-2.32,0.1123,77.78,640.0,39.55,21.99,-13.45,5.52,2.8,-2.8,5346.0,204.0,-185.0,4.491,0.105,-0.115,-0.24,0.3,-0.3,0.826,0.13,-0.106,0.771,0.113,-0.061,19.3,58.0,0,1,1,1
794,7375795,K01378.02,FALSE POSITIVE,0.691666384,2.56e-06,-2.56e-06,1.9603,0.0935,-0.0935,35.6,2.0,-2.0,0.552,0.008,-0.492,0.005641,3.3e-05,-0.00045,0.535,0.40424,-0.02792,0.58,0.08,-0.07,0.0144,76.6,2031.0,4014.57,1529.05,-1107.72,2.383,0.9,-0.9,5687.0,114.0,-102.0,4.408,0.11,-0.099,-0.3,0.15,-0.15,0.943,0.122,-0.111,0.83,0.073,-0.037,20.8,1872.0,0,0,1,0
795,7211221,K01379.01,CONFIRMED,5.62154315,1.27e-05,-1.27e-05,2.4143,0.0514,-0.0514,172.0,5.7,-5.7,0.742,0.18,-0.503,0.013022,0.00189,-0.00113,1.11153,2.07898,-0.0051,1.37,0.17,-0.12,0.0603,86.54,992.0,229.04,84.49,-52.64,12.29,5.7,-5.7,5637.0,101.0,-112.0,4.439,0.076,-0.104,0.0,0.15,-0.15,0.96,0.124,-0.083,0.924,0.063,-0.057,35.3,238.0,0,0,0,0
796,7025526,K01380.01,FALSE POSITIVE,1.074106954,1.82e-06,-1.82e-06,1.9797,0.0519,-0.0519,64.5,1.6,-1.6,0.122,0.265,-0.121,0.00709,0.000199,-0.000141,1.20271,0.06624,-0.33578,0.52,0.04,-0.01,0.0184,88.34,1255.0,588.96,140.76,-74.51,4.186,0.231,-0.231,4699.0,75.0,-84.0,4.637,0.01,-0.045,0.02,0.15,-0.15,0.676,0.053,-0.021,0.756,0.03,-0.045,48.5,621.0,0,1,1,1
797,9451127,K01381.01,FALSE POSITIVE,5.117401517,1.48e-06,-1.48e-06,4.3056,0.0151,-0.0151,62900.0,200.0,-200.0,0.683,0.008,-0.003,0.247032,0.000928,-0.000582,0.62253,0.03495,-0.01361,28.41,9.19,-3.08,0.0609,85.88,1130.0,385.51,368.3,-123.29,9.516,0.534,-0.534,6161.0,171.0,-236.0,4.454,0.054,-0.216,0.07,0.2,-0.35,1.053,0.341,-0.114,1.15,0.135,-0.181,456.6,265.0,0,1,0,0
798,9446824,K01382.01,FALSE POSITIVE,4.20233673,1.9e-06,-1.9e-06,3.6973,0.0213,-0.0213,46000.0,218.0,-218.0,0.004,0.208,-0.004,0.197,0.0011,-0.000532,1.21068,0.00739,-0.09398,23.53,7.71,-3.31,0.0524,89.98,1246.0,570.87,566.99,-215.69,10.4164,0.0636,-0.0636,6185.0,194.0,-259.0,4.396,0.072,-0.217,-0.04,0.25,-0.3,1.094,0.358,-0.154,1.083,0.168,-0.137,258.8,292.0,0,1,0,0
799,11356260,K01441.01,CONFIRMED,8.50698069,3.61e-05,-3.61e-05,2.938,0.109,-0.109,296.0,16.5,-16.5,0.816,0.138,-0.559,0.017613,0.00279,-0.00204,0.63929,2.12214,-0.51992,1.9,0.53,-0.29,0.0802,86.53,900.0,155.42,127.78,-57.25,13.47,6.4,-6.4,5822.0,157.0,-192.0,4.428,0.087,-0.188,-0.1,0.3,-0.3,0.986,0.276,-0.148,0.951,0.127,-0.104,20.7,160.0,0,0,0,0
800,11044770,K00170.01,FALSE POSITIVE,15.60865244,6.14e-05,-6.14e-05,6.26,0.2,-0.2,311.0,8.9,-8.9,0.985,0.159,-0.013,0.023255,0.13,-0.00337,0.01186,0.0105,-0.00558,6.17,0.97,-2.25,0.1508,79.38,1419.0,958.55,470.58,-635.2,5.35,2.4,-2.4,8014.0,221.0,-347.0,3.94,0.266,-0.114,-0.14,0.2,-0.35,2.43,0.38,-0.888,1.874,0.079,-0.419,46.9,72.0,0,1,1,1
801,11600889,K01442.01,CONFIRMED,0.669310092,5.87e-07,-5.87e-07,1.6274,0.0254,-0.0254,132.0,2.1,-2.1,0.157,0.272,-0.157,0.010342,0.000265,-0.000154,1.37509,0.04014,-0.44274,1.13,0.16,-0.09,0.0149,87.19,1983.0,3643.96,1449.66,-796.61,3.1933,0.0932,-0.0932,5475.0,109.0,-109.0,4.426,0.076,-0.104,0.34,0.1,-0.15,1.003,0.137,-0.08,0.977,0.046,-0.051,75.3,1592.0,0,0,0,0
802,11197126,K01443.01,FALSE POSITIVE,4.494498254,7.27e-06,-7.27e-06,1.9742,0.0731,-0.0731,248.0,7.7,-7.7,1.149,34.9,-0.322,0.167135,34.9,-0.318,0.04845,56.703,-0.0019,62.11,11.1,-19.1,0.0624,72.04,1667.0,1824.84,966.53,-1074.79,3.73,1.9,-1.9,5117.0,124.0,-195.0,3.578,0.222,-0.148,0.26,0.15,-0.35,3.403,0.609,-1.045,1.598,0.176,-0.565,39.3,305.0,0,1,1,0
803,11043167,K01444.01,CONFIRMED,44.9306706,0.000261,-0.000261,6.539,0.123,-0.123,438.0,14.8,-14.8,0.481,0.438,-0.276,0.019559,0.00426,-0.000446,0.98558,0.56192,-0.02165,2.49,0.44,-0.15,0.2654,89.42,565.0,24.17,11.53,-4.75,47.2,13.5,-13.5,6121.0,97.0,-146.0,4.397,0.032,-0.128,0.36,0.1,-0.15,1.164,0.207,-0.069,1.233,0.068,-0.083,33.8,25.0,0,0,0,0
804,8612847,K01264.01,CONFIRMED,14.13175309,4.46e-05,-4.46e-05,4.0136,0.0822,-0.0822,1030.0,29.7,-29.7,0.848,0.015,-0.585,0.033654,0.000337,-0.00403,0.38335,1.68532,-0.16765,3.02,0.76,-0.25,0.1106,86.95,675.0,49.18,37.58,-12.66,15.94,7.8,-7.8,5616.0,169.0,-169.0,4.564,0.031,-0.168,-0.16,0.3,-0.3,0.822,0.207,-0.069,0.907,0.095,-0.104,40.1,95.0,0,0,0,0
805,8552583,K01265.01,FALSE POSITIVE,1.061934816,1.44e-06,-1.44e-06,3.2551,0.0625,-0.0625,437.0,7.3,-7.3,1.25,0.699,-0.171,0.270704,0.69,-0.165,0.04411,0.10066,-0.01275,25.72,6.35,-2.13,0.0202,25.09,1660.0,1789.63,1309.54,-457.73,1.38,0.63,-0.63,5730.0,156.0,-173.0,4.545,0.042,-0.168,-0.06,0.3,-0.3,0.87,0.215,-0.072,0.968,0.093,-0.114,74.5,1261.0,0,1,1,1
806,8547140,K01266.01,CONFIRMED,11.41926141,2.32e-05,-2.32e-05,3.9908,0.0545,-0.0545,916.0,18.1,-18.1,0.242,0.182,-0.242,0.027481,0.000611,-0.000493,1.5102,0.17801,-0.36802,1.48,0.16,-0.23,0.0795,89.36,419.0,7.32,3.38,-2.98,21.83,2.6,-2.6,3823.0,167.0,-184.0,4.765,0.077,-0.056,-0.2,0.1,-0.15,0.492,0.054,-0.074,0.513,0.049,-0.074,58.0,117.0,0,0,0,0
807,8519253,K01267.01,FALSE POSITIVE,5.93821065,1.41e-05,-1.41e-05,2.5128,0.0954,-0.0954,523.0,18.5,-18.5,1.646,31.19,-0.153,0.664007,31.2,-0.152,0.05583,27.43089,-0.01624,61.63,17.2,-5.73,0.0626,69.52,996.0,231.93,189.66,-64.85,4.7,2.4,-2.4,6123.0,164.0,-200.0,4.545,0.036,-0.204,-0.54,0.3,-0.3,0.85,0.237,-0.079,0.924,0.097,-0.108,33.6,227.0,0,1,1,0
808,8813698,K01268.01,CANDIDATE,268.9410974,0.000498,-0.000498,5.4434,0.0914,-0.0914,9010.0,87.4,-87.4,0.765,0.02,-0.035,0.095141,0.000859,-0.00173,6.7682,1.10909,-0.88679,13.57,2.3,-2.31,0.8272,89.85,321.0,2.52,1.12,-0.87,295.8,48.5,-48.5,5798.0,78.0,-78.0,4.224,0.156,-0.104,0.14,0.15,-0.15,1.306,0.222,-0.222,1.041,0.087,-0.063,120.4,4.0,0,0,0,0
809,8757910,K01269.01,FALSE POSITIVE,0.655001616,3.4e-07,-3.4e-07,1.8136,0.0253,-0.0253,271.0,3.2,-3.2,1.121,0.372,-0.064,0.139253,0.364,-0.0603,0.08753,0.09077,-0.00961,31.77,6.82,-10.2,0.0168,26.85,3162.0,23595.49,15137.86,-13993.02,1.257,0.434,-0.434,6426.0,173.0,-192.0,3.965,0.266,-0.114,0.07,0.25,-0.3,2.089,0.449,-0.673,1.466,0.154,-0.307,104.5,1023.0,0,1,1,0
810,4074736,K01328.01,CANDIDATE,80.9669561,0.000121,-0.000121,2.5276,0.0483,-0.0483,4730.0,104.0,-104.0,0.007,0.383,-0.007,0.062648,0.00156,-0.000792,50.74043,1.9756,-14.19492,5.04,1.03,-0.37,0.3412,90.0,364.0,4.14,2.62,-0.99,260.0,10.1,-10.1,5611.0,168.0,-168.0,4.61,0.04,-0.128,-0.5,0.3,-0.3,0.737,0.151,-0.054,0.824,0.08,-0.088,52.0,13.0,0,0,0,0
