flux,flux_err,centroid_col,centroid_row,cadenceno,quality
12787.879,3.921173,618.8232798614227,774.3725650283533,1105,0
12782.787,3.9209585,618.8235333327119,774.3725840600313,1106,0
12781.167,3.9206846,618.8230719331536,774.3721214332077,1107,0
12790.771,3.9214637,618.8227357561414,774.3724739029605,1108,8192
12789.158,3.9212198,618.8234273292701,774.3725288154533,1109,0
12791.989,3.9215074,618.8232267898069,774.3722106690687,1110,0
12790.661,3.9214056,618.8233178435164,774.3725429775997,1111,0
12787.444,3.9211526,618.8236723102488,774.3727202416723,1112,0
12792.031,3.9215217,618.8233986231052,774.3723541667939,1113,0
12793.313,3.9217257,618.8238880853058,774.3725952699518,1114,0
12795.283,3.921759,618.8237622849912,774.3724875108472,1115,0
12794.902,3.9216847,618.8237283028977,774.3723109407891,1116,0
12790.469,3.9214196,618.8232152428261,774.3723628195663,1117,0
12787.918,3.9212017,618.8230508831425,774.3727771233421,1118,0
12788.785,3.9213843,618.823493919691,774.3722495203775,1119,0
12791.989,3.9215374,618.8234398213848,774.3719525386181,1120,8192
12797.19,3.922033,618.8231901602243,774.3721231297108,1121,0
12799.079,3.9221807,618.8233632989189,774.3720582562207,1122,0
12792.93,3.9216478,618.8235173809691,774.3721413557752,1123,0
12798.028,3.9220865,618.8236531033032,774.3719486686219,1124,0
12798.397,3.9219267,618.8238950738385,774.3728142290611,1125,0
12798.61,3.9220405,618.8237211536562,774.3720283238453,1126,0
12789.204,3.9212065,618.823456330088,774.372205141284,1127,0
12798.902,3.9221125,618.8235741002875,774.3724202804867,1128,0
12790.33,3.9213386,618.8236259303254,774.372136351139,1129,0
12799.772,3.922079,618.8238105161934,774.3725177752793,1130,0
12795.515,3.9218347,618.8244358164753,774.3719946438904,1131,0
12791.045,3.9213681,618.8237413374378,774.3727479437747,1132,0
12794.049,3.9217422,618.8235469013074,774.3724198886339,1133,0
12791.334,3.921361,618.823500632829,774.3721649716919,1134,0
12792.059,3.9213977,618.8240874465267,774.3722754550171,1135,0
12793.869,3.9217057,618.8238614618116,774.3725307797039,1136,0
12789.262,3.921309,618.8236767883274,774.3720002805775,1137,0
12786.627,3.9210625,618.8236070995805,774.3720914732463,1138,0
12796.287,3.9217944,618.8238640084045,774.3721511397273,1139,8192
12784.143,3.92079,618.8238833975685,774.372006517741,1140,0
12797.782,3.9218721,618.8237429977682,774.3721891539817,1141,0
12786.443,3.9209538,618.8237558653964,774.3727084351347,1142,0
12793.232,3.92163,618.8238190701413,774.3724010984125,1143,0
12788.335,3.9212852,618.8237693347705,774.3723181268712,1144,0
12787.397,3.9211392,618.8237752967991,774.372855903086,1145,8192
12788.74,3.9212,618.823899846285,774.3730553114121,1146,0
12787.442,3.92103,618.8240380711027,774.3725978220286,1147,0
12785.345,3.9208546,618.8239072896343,774.3723135182547,1148,0
12786.914,3.9214451,618.8239820373001,774.3725934745834,1149,0
12789.404,3.92113,618.8245185872399,774.3721861196059,1150,0
12781.895,3.9206939,618.8244251321373,774.3724287904568,1151,0
12782.01,3.9206243,618.8237641245042,774.3722515912104,1152,0
12782.454,3.9206588,618.8239055527547,774.3721936237594,1153,0
12779.771,3.9195328,618.8237179751692,774.3722963282504,1154,0
12781.358,3.9205213,618.8239445134595,774.3722231764385,1155,8192
12785.055,3.9207547,618.8238184140785,774.3722410079106,1156,0
12786.309,3.920928,618.8238321782791,774.3723627682504,1157,0
12775.214,3.9200723,618.824370429678,774.3721549971376,1158,128
12777.932,3.9202847,618.824309577777,774.3726010829371,1159,0
12778.32,3.9202127,618.82465124188,774.3729257737867,1160,0
12776.801,3.9200532,618.8244009948756,774.3726293464855,1161,0
12777.15,3.920102,618.8244642688724,774.3722133768915,1162,0
12773.004,3.919701,618.8246407790907,774.3725015063585,1163,0
12768.184,3.919355,618.8240405266081,774.3725496371978,1164,0
12775.608,3.9199092,618.824064973514,774.3721387173648,1165,0
12768.638,3.9179125,618.8244631488055,774.3723867712906,1166,0
12774.379,3.9181635,618.8240580548957,774.371846151782,1167,0
12766.749,3.917608,618.8233433355126,774.3718916110967,1168,0
12771.485,3.918035,618.8239016421546,774.3721736458424,1169,0
12760.981,3.918117,618.8239956471315,774.3719355533626,1170,0
12767.783,3.9177668,618.824133312835,774.3718620953006,1171,0
12768.098,3.917887,618.823491502411,774.3716650096922,1172,0
12769.721,3.9186654,618.8233673919185,774.3719399687325,1173,0
12760.027,3.9171247,618.8234085279745,774.3718983588121,1174,0
12756.6875,3.9176722,618.8239988515521,774.3722677713542,1175,0
12764.04,3.9174182,618.8240155773625,774.3722941197489,1176,0
12757.147,3.9169078,618.8241497049869,774.371956860657,1177,0
12761.687,3.9173257,618.8238273596803,774.3721366098873,1178,0
12762.323,3.9189167,618.8241216038206,774.3726298853766,1179,0
12765.082,3.9184074,618.8237124949623,774.3724513957677,1180,0
12759.816,3.9179885,618.823863091927,774.3724826366832,1181,0
12756.304,3.9184823,618.8245401610953,774.3731265868475,1182,0
12753.302,3.9165235,618.8243930359333,774.373118143961,1183,0
12758.31,3.918558,618.8247761167297,774.3731650956037,1184,0
12749.487,3.9179416,618.8245329832886,774.373063906139,1185,0
12749.964,3.9163482,618.8245464926639,774.372637018426,1186,0
12748.51,3.9179323,618.8243774892807,774.3727926102193,1187,0
12746.261,3.9167826,618.8243675324205,774.372929889403,1188,0
12746.639,3.9178097,618.8244428218592,774.3729615920879,1189,0
12753.501,3.9181552,618.824753294228,774.3731833170809,1190,0
12745.366,3.9176662,618.8243715642672,774.3731990572937,1191,0
12746.875,3.9168575,618.8242390521574,774.3731945971363,1192,0
12746.499,3.9177315,618.8248344080387,774.3728245692464,1193,0
12750.871,3.9179962,618.8244866580807,774.3731770163987,1194,0
12740.565,3.9171834,618.8249710512658,774.3738808306683,1195,0
12741.184,3.9172425,618.8245444613509,774.3736834397284,1196,0
12738.215,3.917071,618.8246296055514,774.3738568295588,1197,0
12746.62,3.9176638,618.8241485813603,774.3732860518555,1198,0
12749.059,3.9179075,618.8245694803139,774.3736638345922,1199,0
12744.138,3.9174902,618.8240696913571,774.3735812927773,1200,0
12740.214,3.9172192,618.8244586703688,774.3733433113758,1201,0
12750.71,3.918068,618.8246386134902,774.3733254178095,1202,0
12738.644,3.9171607,618.8245397574173,774.3732736279503,1203,8192
12743.62,3.9175506,618.8246257873981,774.3737826945346,1204,0
12744.475,3.91737,618.8242510043032,774.3737441181618,1205,0
12739.71,3.9162102,618.8246465265357,774.3730983283231,1206,0
12740.459,3.9170432,618.825089029551,774.3740539699975,1207,0
12737.767,3.9168408,618.8250433377675,774.373695841974,1208,0
12739.854,3.9169776,618.8248891006247,774.373696922758,1209,0
12739.38,3.9170465,618.8247854849992,774.3732974003699,1210,0
12731.519,3.91621,618.8246456739721,774.3738522540524,1211,0
12741.072,3.9170568,618.8250881936478,774.3740278406494,1212,0
12741.69,3.917168,618.825047704574,774.3735844596482,1213,0
12748.333,3.9176292,618.825127029093,774.3736327103276,1214,0
12738.025,3.916772,618.8246853969315,774.3736528209935,1215,0
12735.366,3.9166436,618.8249928590681,774.3743036009851,1216,0
12735.575,3.9166427,618.8251049421799,774.3736606611233,1217,0
12745.443,3.9172578,618.8250935306689,774.3741155118703,1218,0
12739.204,3.9168088,618.8246199773168,774.3742259357936,1219,0
12735.627,3.9164999,618.8246866374027,774.3738670065183,1220,0
12746.4795,3.9172614,618.8247853746382,774.3736569610405,1221,8192
12743.529,3.91719,618.824579267174,774.3737125148685,1222,0
12739.609,3.9168622,618.8253381278861,774.3738701250866,1223,0
12747.602,3.91748,618.82497381554,774.3742110571658,1224,0
12746.467,3.917455,618.8242072021797,774.374224672171,1225,0
12740.528,3.9169252,618.824545095196,774.3742731560463,1226,0
12745.116,3.9173381,618.8246581162101,774.3738964589991,1227,0
12747.333,3.9174044,618.8248762244921,774.374186137779,1228,0
