flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
42413.48,6.291241,0,0.0015456459,284.5261336025257,603.3554996248447,1105,37741.906,5.584668,852.8773,0.16301143,42413.48,6.291241,0,,,,,284.5261336025257,0.00014188829,603.3554996248447,0.00014222083,-0.028846456,0.031426072
42412.87,6.2930994,0,0.0015465576,284.52614034077715,603.3554987872194,1106,37738.43,5.584507,854.44336,0.16282852,42412.87,6.2930994,0,,,,,284.52614034077715,0.00014186496,603.3554987872194,0.00014222914,-0.028689623,0.03135271
42413.992,6.293204,0,0.0015474693,284.52640145379735,603.3553399458237,1107,37739.69,5.5844736,853.7635,0.16293669,42413.992,6.293204,0,,,,,284.52640145379735,0.00014187438,603.3553399458237,0.00014223676,-0.028527932,0.031180687
42420.723,6.2904224,0,0.0015483808,284.5268118655947,603.3552649789251,1108,37749.66,5.585082,853.8873,0.16301319,42420.723,6.2904224,0,,,,,284.5268118655947,0.00014184455,603.3552649789251,0.00014217723,-0.028361946,0.031119617
42405.527,6.293791,0,0.0015492924,284.5268023542849,603.3557226841185,1109,37729.527,5.583881,853.2184,0.16314521,42405.527,6.293791,0,,,,,284.5268023542849,0.0001418634,603.3557226841185,0.0001422442,-0.028319733,0.031695098
42417.344,6.2946515,0,0.0015502038,284.5266102979907,603.355528603068,1110,37743.95,5.584767,852.7775,0.16308229,42417.344,6.2946515,0,,,,,284.5266102979907,0.00014184293,603.355528603068,0.0001422138,-0.02842023,0.03164903
42406.03,6.292496,0,0.0015511151,284.5267877612157,603.3556558757282,1111,37734.11,5.584248,853.4277,0.16295965,42406.03,6.292496,0,,,,,284.5267877612157,0.00014190047,603.3556558757282,0.00014226396,-0.028415632,0.03153479
42426.676,6.2941837,0,0.0015520263,284.5264997996197,603.355787290141,1112,37749.91,5.5851502,853.5797,0.16302997,42426.676,6.2941837,0,,,,,284.5264997996197,0.00014184137,603.355787290141,0.00014220124,-0.028518636,0.031701047
42416.805,6.294733,0,0.0015529374,284.5267587167785,603.3557250766137,1113,37740.09,5.584515,853.7922,0.16298081,42416.805,6.294733,0,,,,,284.5267587167785,0.00014185523,603.3557250766137,0.00014223756,-0.02834182,0.031614084
42414.688,6.293398,0,0.0015538485,284.52656126762935,603.3559996836811,1114,37738.258,5.5844536,853.4171,0.16306365,42414.688,6.293398,0,,,,,284.52656126762935,0.00014187243,603.3559996836811,0.00014223781,-0.028452843,0.031817712
42413.773,6.292713,0,0.0015547595,284.5269979654758,603.3554538269894,1115,37739.645,5.5845084,853.0915,0.16308741,42413.773,6.292713,0,,,,,284.5269979654758,0.00014185585,603.3554538269894,0.00014223077,-0.028261086,0.031601828
42420.477,6.294528,0,0.0015556703,284.52684366748963,603.3557998978705,1116,37740.36,5.584551,853.7622,0.16300051,42420.477,6.294528,0,,,,,284.52684366748963,0.0001418495,603.3557998978705,0.00014221972,-0.028059999,0.03148188
42415.47,6.2938538,0,0.0015565811,284.5274074419834,603.3556082692126,1117,37737.81,5.5844154,853.2973,0.16300838,42415.47,6.2938538,0,,,,,284.5274074419834,0.00014185533,603.3556082692126,0.00014223222,-0.027821194,0.031597506
42421.297,6.294059,0,0.0015574917,284.52708853232144,603.355150531848,1118,37746.28,5.584795,853.11743,0.16326399,42421.297,6.294059,0,,,,,284.52708853232144,0.00014183328,603.355150531848,0.00014219194,-0.027939912,0.031275723
42407.156,6.294139,0,0.0015584023,284.5275226400764,603.355253394326,1119,37728.668,5.583891,852.6311,0.16296807,42407.156,6.294139,0,,,,,284.5275226400764,0.00014187138,603.355253394326,0.0001422642,-0.027750777,0.030939488
42415.78,6.2934155,0,0.0015593128,284.5274585445703,603.3555000968588,1120,37738.74,5.584441,852.4636,0.16301931,42415.78,6.2934155,0,,,,,284.5274585445703,0.00014186163,603.3555000968588,0.00014223593,-0.027585337,0.031173447
42410.42,6.2918615,0,0.0015602233,284.5276812369841,603.355835524528,1121,37734.516,5.5842867,853.1196,0.16307206,42410.42,6.2918615,0,,,,,284.5276812369841,0.0001418651,603.355835524528,0.00014224228,-0.027371613,0.03167117
42406.004,6.291519,0,0.0015611335,284.5278253422273,603.3556516628538,1122,37731.35,5.584042,853.3068,0.16297817,42406.004,6.291519,0,,,,,284.5278253422273,0.00014187649,603.3556516628538,0.0001422533,-0.027367996,0.031262353
42416.953,6.2925477,0,0.0015620438,284.5276211958593,603.3557237947223,1123,37737.598,5.5843244,852.8644,0.1627637,42416.953,6.2925477,0,,,,,284.5276211958593,0.00014186327,603.3557237947223,0.00014222594,-0.027322851,0.031648252
42419.0,6.2910995,0,0.0015629539,284.52803941703763,603.3556030486789,1124,37739.26,5.5844536,852.5353,0.16295823,42419.0,6.2910995,0,,,,,284.52803941703763,0.00014185248,603.3556030486789,0.00014223628,-0.02726588,0.031631906
42417.15,6.292201,8192,0.001563864,284.52748045149843,603.3555748637939,1125,37742.51,5.5847173,852.49194,0.16298334,42417.15,6.292201,8192,,,,,284.52748045149843,0.00014185449,603.3555748637939,0.00014223054,-0.027762782,0.031495057
42437.844,6.293017,8192,0.001564774,284.52777111074465,603.355763534584,1126,37756.395,5.585481,852.0253,0.16309983,42437.844,6.293017,8192,,,,,284.52777111074465,0.00014186106,603.355763534584,0.00014217685,-0.027340805,0.03162219
42421.105,6.292751,0,0.0015656839,284.5274014094618,603.3554626955265,1127,37742.035,5.584632,852.71704,0.162962,42421.105,6.292751,0,,,,,284.5274014094618,0.00014186322,603.3554626955265,0.00014223823,-0.027732292,0.031453133
42409.67,6.2932544,0,0.0015665935,284.527313671961,603.3553579660096,1128,37732.832,5.5840936,852.69946,0.16289695,42409.67,6.2932544,0,,,,,284.527313671961,0.00014188058,603.3553579660096,0.00014225072,-0.027737709,0.031389512
42418.06,6.293869,0,0.0015675033,284.52751023595476,603.3556345128831,1129,37738.78,5.5844393,852.4112,0.16296503,42418.06,6.293869,0,,,,,284.52751023595476,0.00014184529,603.3556345128831,0.00014221811,-0.027423788,0.031342003
42419.27,6.295496,0,0.0015684129,284.5273814860001,603.3553984118472,1130,37739.504,5.5844393,852.56775,0.16298068,42419.27,6.295496,0,,,,,284.5273814860001,0.00014184653,603.3553984118472,0.00014222041,-0.027799016,0.031272583
42413.363,6.2908955,0,0.0015693223,284.52792566007656,603.3559148988853,1131,37734.24,5.5840607,852.1734,0.16302636,42413.363,6.2908955,0,,,,,284.52792566007656,0.00014185125,603.3559148988853,0.00014224088,-0.0274462,0.03180199
42409.12,6.2947965,0,0.0015702317,284.5270438217422,603.3558685685719,1132,37733.355,5.5841365,852.7215,0.16283178,42409.12,6.2947965,0,,,,,284.5270438217422,0.00014187199,603.3558685685719,0.00014224846,-0.027811449,0.031686407
42414.234,6.291593,0,0.0015711411,284.5275440552971,603.3560092821956,1133,37732.707,5.5839934,852.0041,0.16291541,42414.234,6.291593,0,,,,,284.5275440552971,0.00014186229,603.3560092821956,0.00014223844,-0.027603183,0.031945903
42422.184,6.293166,0,0.0015720503,284.52773838841745,603.3553434507153,1134,37741.812,5.584608,851.81305,0.16300462,42422.184,6.293166,0,,,,,284.52773838841745,0.00014184295,603.3553434507153,0.00014223541,-0.027423166,0.031576034
42422.41,6.2935324,0,0.0015729595,284.527557180876,603.3558525632585,1135,37745.61,5.5847898,851.7066,0.16307351,42422.41,6.2935324,0,,,,,284.527557180876,0.00014185085,603.3558525632585,0.00014221578,-0.027591104,0.03194196
42419.004,6.2942085,0,0.0015738684,284.52772297057777,603.3558247207104,1136,37738.04,5.584373,852.259,0.16306525,42419.004,6.2942085,0,,,,,284.52772297057777,0.00014185807,603.3558247207104,0.00014223732,-0.027476704,0.031716123
42413.688,6.292091,0,0.0015747774,284.52807151639206,603.3558144538288,1137,37736.637,5.584284,852.3644,0.16290282,42413.688,6.292091,0,,,,,284.52807151639206,0.00014185226,603.3558144538288,0.00014223548,-0.027255986,0.03158179
