flux,flux_err,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
,,0,0.0028578562,364.01572864190695,842.1274880721629,39049,31890.453,5.4954743,1280.1454,0.23092853,,,0,,,,,364.01572864190695,0.00021358405,842.1274880721629,0.00021424709,-0.06880797,0.09258953
35007.83,5.966938,0,0.0028584958,364.0151103423528,842.1271379187575,39050,31896.533,5.4958177,1281.3325,0.23090884,35007.83,5.966938,0,,,,,364.0151103423528,0.00021357686,842.1271379187575,0.00021422413,-0.06900516,0.0927439
34985.48,5.965311,262144,0.0028591354,364.01448734105173,842.1268152819738,39051,31878.238,5.49433,1280.4673,0.2308488,34985.48,5.965311,262144,,,,,364.01448734105173,0.00021364412,842.1268152819738,0.0002142796,-0.06928785,0.0927009
34966.656,5.9649463,0,0.0028597745,364.0144144111662,842.1270932050976,39052,31862.52,5.4933705,1280.3724,0.23084703,34966.656,5.9649463,0,,,,,364.0144144111662,0.00021370516,842.1270932050976,0.00021433846,-0.069786176,0.09257853
34967.258,5.9653277,393216,0.0028604136,364.01404031961164,842.1268940336707,39053,31861.504,5.4934077,1280.0298,0.23074088,34967.258,5.9653277,393216,,,,,364.01404031961164,0.00021374685,842.1268940336707,0.00021440464,-0.06987237,0.092643
34965.844,5.966009,393216,0.0028610523,364.01389601887394,842.1272676101619,39054,31860.803,5.4932895,1280.796,0.23070882,34965.844,5.966009,393216,,,,,364.01389601887394,0.00021372402,842.1272676101619,0.00021439666,-0.07007181,0.09260391
34990.754,5.966439,0,0.0028616907,364.01390912286337,842.1274740207516,39055,31881.748,5.4944825,1281.9718,0.23086986,34990.754,5.966439,0,,,,,364.01390912286337,0.00021362805,842.1274740207516,0.00021426455,-0.07002308,0.09271124
34996.47,5.968125,0,0.0028623291,364.0143341064572,842.126763000453,39056,31890.264,5.494882,1280.5249,0.23079427,34996.47,5.968125,0,,,,,364.0143341064572,0.00021356702,842.126763000453,0.00021418817,-0.06999861,0.092603944
35004.574,5.9691896,0,0.002862967,364.0141645420175,842.1273574767913,39057,31896.533,5.49528,1279.5624,0.23059236,35004.574,5.9691896,0,,,,,364.0141645420175,0.00021351228,842.1273574767913,0.00021414335,-0.06987555,0.092765845
34996.703,5.9699016,0,0.002863605,364.01376512460615,842.1270791172517,39058,31890.918,5.4949255,1280.5162,0.23078072,34996.703,5.9699016,0,,,,,364.01376512460615,0.00021353012,842.1270791172517,0.00021417275,-0.07024489,0.0926337
