flux,flux_err,centroid_col,centroid_row,cadenceno,quality
9645.762,3.2952726,230.97892416520372,78.74304770503156,1105,0
9644.793,3.2950873,230.97899960794908,78.74277163701916,1106,0
9657.934,3.2969942,230.97914570214496,78.7429589099251,1107,128
9657.523,3.2964048,230.97886688992472,78.74310379299696,1108,0
9649.266,3.295617,230.9792654942167,78.7436625062444,1109,0
9654.249,3.296096,230.97869929256174,78.74366669428161,1110,0
9649.02,3.2956536,230.97885656391577,78.74355477898297,1111,128
9656.914,3.2962997,230.97876215531295,78.7434434563056,1112,0
9658.051,3.2963805,230.9791593022094,78.74322855218949,1113,0
9653.997,3.296091,230.9788067715637,78.74377064410153,1114,0
9649.795,3.2957244,230.97897621184873,78.74393565201859,1115,0
9650.627,3.2959032,230.97918609967252,78.74365751845583,1116,0
9660.269,3.2965932,230.9791754594442,78.74354439116408,1117,0
9658.601,3.2964218,230.97911953977223,78.74349203349266,1118,0
9656.526,3.296234,230.97916577124664,78.74310581144371,1119,0
9652.08,3.2956946,230.9792159437783,78.743173465382,1120,0
9651.896,3.2959218,230.97916220217408,78.74389385151599,1121,0
9662.851,3.296887,230.9796313129001,78.74362217285939,1122,128
9655.881,3.296129,230.9793812152204,78.74392719882495,1123,0
9658.344,3.2964532,230.9796141744751,78.74363364931794,1124,0
9653.939,3.296136,230.97936356433993,78.74369870966294,1125,0
9655.135,3.2961342,230.9797598994544,78.74408252980876,1126,0
9654.664,3.2960396,230.97908927902398,78.74375303827206,1127,0
9652.903,3.2959774,230.9794585714527,78.74391161737589,1128,0
9656.131,3.2960875,230.97901190225042,78.74377109148192,1129,0
9652.213,3.2958202,230.9791431055419,78.74369449034417,1130,0
9654.938,3.2960958,230.97881419877316,78.74414450076502,1131,0
9653.204,3.295935,230.97921454491967,78.74396242731703,1132,8192
9657.27,3.2962239,230.97874450755805,78.74407529939194,1133,0
9656.318,3.2962565,230.97922602691932,78.74359757515874,1134,0
9657.029,3.2962165,230.9790359505776,78.74410297389025,1135,0
9650.022,3.2956662,230.97921361197447,78.7440511859742,1136,0
9646.635,3.295357,230.9794801741297,78.74379667116953,1137,0
9644.929,3.2951236,230.97943227228282,78.74352197995688,1138,0
9657.784,3.2963235,230.97951731172162,78.74358975606728,1139,0
9662.82,3.2967975,230.97927765169493,78.74384518831644,1140,0
9655.116,3.2960093,230.97953367603134,78.7436479255402,1141,0
9658.405,3.2964854,230.9792311728157,78.74427061410343,1142,0
9657.252,3.2961872,230.97896127485154,78.7436580078766,1143,0
9660.357,3.2966263,230.97931755565946,78.74405592645361,1144,0
9654.531,3.296087,230.9789101569454,78.7439064042548,1145,0
9659.238,3.296503,230.9789146461552,78.7441553091883,1146,0
9657.833,3.2963862,230.97908188291544,78.7443823112635,1147,0
9660.944,3.2966516,230.97898634836403,78.74440757183477,1148,0
9662.659,3.2969677,230.9791995614157,78.74426218343346,1149,0
