toi,tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_teff,st_logg,st_rad,st_tmag,st_dist,pl_orbpererr1,pl_orbpererr2,pl_trandurherr1,pl_trandurherr2,pl_trandeperr1,pl_trandeperr2,pl_radeerr1,pl_radeerr2,pl_insolerr1,pl_insolerr2,pl_eqterr1,pl_eqterr2,st_tefferr1,st_tefferr2,st_loggerr1,st_loggerr2,st_raderr1,st_raderr2,st_tmagerr1,st_tmagerr2,st_disterr1,st_disterr2
272.01,KP,3.3098458,2.2676536,19158.83218,12.4316228,241.6655587,1005.595775,4953.0,4.55653,0.858619,11.7617,201.338,1.5e-06,-1.5e-06,0.0243205,-0.0243205,148.92244,-148.92244,0.7775041,-0.7775041,,,,,,,,,0.053191,-0.053191,0.006,-0.006,1.371,-1.371
2720.01,PC,2.1473577,2.706,2300.0,10.0889,1324.12,1680.0,5834.0,3.81,2.12,12.4742,850.437,1.37e-05,-1.37e-05,0.294,-0.294,2.88579,-2.88579,0.657217,-0.657217,,,,,124.7,-124.7,0.08,-0.08,0.11,-0.11,0.007,-0.007,18.21,-18.21
2721.01,PC,4.162733,3.319,12870.0,11.1057,425.348,1265.0,5744.2,,0.97,12.8482,497.376,5.7e-06,-5.7e-06,0.161,-0.161,2.97953,-2.97953,1.27605,-1.27605,,,,,324.9,-324.9,,,0.11,-0.11,0.006,-0.006,,
2722.01,PC,0.708548,0.845,800.0,4.66694,1121.93,1612.0,5678.0,4.08,1.52,11.1522,349.979,2.8e-06,-2.8e-06,0.237,-0.237,5.96066,-5.96066,0.487332,-0.487332,,,,,131.0,-131.0,0.08,-0.08,0.09,-0.09,0.006,-0.006,10.179,-10.179
2723.01,PC,3.3843865,3.845,10730.0,16.224,917.268,1533.0,5848.0,4.1,1.52,13.3164,1001.29,9.3e-06,-9.3e-06,0.146,-0.146,3.01188,-3.01188,,,,,,,123.0,-123.0,,,,,0.006,-0.006,15.4555,-15.4555
2724.01,PC,1.4875055,1.874,44400.0,18.3083,550.26,1349.0,5142.0,4.54,0.83,13.1901,396.678,5e-07,-5e-07,0.017,-0.017,0.555935,-0.555935,,,,,,,122.0,-122.0,,,,,0.006,-0.006,2.6675,-2.6675
2725.01,APC,0.1846924,0.386,1390.0,4.10645,7063.84,2554.0,5958.8,4.57,0.9,12.058,341.371,4e-07,-4e-07,0.1,-0.1,19.5854,-19.5854,0.480583,-0.480583,,,,,125.3,-125.3,0.08,-0.08,0.04,-0.04,0.006,-0.006,2.5855,-2.5855
2726.01,PC,3.9471513,1.993,16080.0,18.7538,406.495,1250.0,6351.0,4.26,1.37,13.4034,1065.58,9.8e-06,-9.8e-06,0.522,-0.522,158.015,-158.015,,,,,,,122.0,-122.0,,,,,0.006,-0.006,17.65,-17.65
2727.01,PC,0.6711626,1.168,2330.0,12.243,2181.85,1904.0,5632.0,3.67,2.43,13.0537,1248.07,2.5e-06,-2.5e-06,0.151,-0.151,4.24919,-4.24919,,,,,,,122.0,-122.0,,,,,0.006,-0.006,25.485,-25.485
2728.01,PC,1.7246234,1.979,11820.0,15.5191,976.638,1557.0,5776.0,4.18,1.37,12.7993,635.053,3.6e-06,-3.6e-06,0.195,-0.195,7.36744,-7.36744,0.949066,-0.949066,,,,,153.6,-153.6,0.08,-0.08,0.08,-0.08,0.007,-0.007,15.222,-15.222
2729.01,PC,4.0350169,2.108,25420.0,12.5268,126.805,934.0,5240.2,4.64,0.75,12.263,245.949,3.3e-06,-3.3e-06,0.13,-0.13,3.62831,-3.62831,1.52005,-1.52005,,,,,100.8,-100.8,0.12,-0.12,0.09,-0.09,0.006,-0.006,3.667,-3.667
273.01,FP,0.7418594,1.5026958,2983.625732,6.0238347,740.8643338,1330.621148,4304.6,4.57,0.66174,11.481,106.16,8.91e-05,-8.91e-05,0.1196039,-0.1196039,173.75093,-173.75093,7.4662147,-7.4662147,,,,,64.0,-64.0,0.12,-0.12,0.0974527,-0.0974527,0.006,-0.006,0.2315,-0.2315
2730.01,PC,2.5082498,1.393,16210.0,20.6073,265.723,1124.0,5909.0,4.11,1.51,13.4848,964.327,8.5e-06,-8.5e-06,0.281,-0.281,54.6641,-54.6641,,,,,,,122.0,-122.0,,,,,0.018,-0.018,31.8585,-31.8585
2731.01,PC,0.9953936,2.238,280.0,1.35321,4359.09,2263.0,5697.0,4.6,0.84,9.92029,107.926,7.9e-06,-7.9e-06,0.378,-0.378,0.843946,-0.843946,0.109257,-0.109257,,,,,149.8,-149.8,0.08,-0.08,0.04,-0.04,0.006,-0.006,0.834,-0.834
2732.01,FP,0.7029205,1.325,2480.0,7.51559,5873.32,2438.0,6699.0,4.18,1.6,12.0195,675.112,1.9e-06,-1.9e-06,0.204,-0.204,3.4319,-3.4319,0.496465,-0.496465,,,,,129.5,-129.5,0.09,-0.09,0.08,-0.08,0.009,-0.009,21.404,-21.404
2733.01,PC,3.7170532,3.751,7220.0,15.999,891.377,1522.0,6065.0,3.94,1.9,13.2843,1080.65,2.16e-05,-2.16e-05,0.267,-0.267,6.61931,-6.61931,,,,,,,122.0,-122.0,,,,,0.011,-0.011,27.205,-27.205
2734.01,PC,4.5879078,3.464,2040.0,5.59491,474.054,1299.0,5785.0,4.26,1.25,12.6746,590.401,3.15e-05,-3.15e-05,0.395,-0.395,2.76207,-2.76207,0.357595,-0.357595,,,,,132.7,-132.7,0.08,-0.08,0.06,-0.06,0.006,-0.006,4.731,-4.731
2735.01,PC,1.9663653,1.637,29670.0,13.2267,189.304,1033.0,4687.0,4.58,0.74,12.95,262.97,1.7e-06,-1.7e-06,0.096,-0.096,7.04587,-7.04587,0.965069,-0.965069,,,,,125.6,-125.6,0.1,-0.1,0.05,-0.05,0.006,-0.006,1.001,-1.001
2736.01,FP,3.4771921,2.002,3250.0,11.1486,422.8,1263.0,6539.0,3.99,1.94,10.9521,493.21,9.6e-06,-9.6e-06,0.159,-0.159,2.6979,-2.6979,0.72465,-0.72465,,,,,176.3,-176.3,0.09,-0.09,0.11,-0.11,0.006,-0.006,18.3525,-18.3525
2737.01,PC,3.3328544,6.488,2300.0,13.2674,4271.73,2252.0,6272.0,3.6,2.91,12.5745,1368.69,2.73e-05,-2.73e-05,0.566,-0.566,2.53463,-2.53463,0.887676,-0.887676,,,,,138.8,-138.8,0.09,-0.09,0.16,-0.16,0.011,-0.011,43.3,-43.3
2738.01,PC,1.5174038,1.635,14220.0,,,,,,,13.5607,,0.0002969,-0.0002969,0.277,-0.277,22.7541,-22.7541,,,,,,,,,,,,,0.012,-0.012,,
2739.01,PC,3.1474843,0.913,5640.0,12.7493,129.933,940.0,5102.2,4.68,0.7,11.9013,188.151,2.9e-06,-2.9e-06,0.088,-0.088,2851.51,-2851.51,4.20256,-4.20256,,,,,127.3,-127.3,0.09,-0.09,0.05,-0.05,0.006,-0.006,0.9605,-0.9605
274.01,FP,0.5417947,1.1716379,537.9244902,2.8738733,2690.415312,1836.853758,5181.0,4.54631,0.807298,10.4929,113.378,5.1e-06,-5.1e-06,0.0724826,-0.0724826,58.928013,-58.928013,1.4076043,-1.4076043,,,,,182.0,-182.0,0.289574,-0.289574,0.0471181,-0.0471181,0.006,-0.006,0.261,-0.261
2740.01,APC,0.5348968,0.504,6240.0,5.99059,518.242,1329.0,5414.2,4.88,0.58,13.2633,314.782,1.7e-06,-1.7e-06,0.115,-0.115,85.1396,-85.1396,,,,,,,190.3,-190.3,,,,,0.006,-0.006,5.193,-5.193
2741.01,PC,2.9884191,3.575,12890.0,16.3009,1658.79,1777.0,6636.0,4.29,1.4,11.7299,518.63,3.9e-06,-3.9e-06,0.083,-0.083,1.49052,-1.49052,0.850637,-0.850637,,,,,170.8,-170.8,0.09,-0.09,0.07,-0.07,0.006,-0.006,14.7545,-14.7545
2742.01,PC,1.2541679,2.294,11170.0,,1264.69,1661.0,4882.0,,,13.5917,,0.000566,-0.000566,0.376,-0.376,32.0645,-32.0645,,,,,,,169.8,-169.8,,,,,0.008,-0.008,,
2743.01,FP,1.1472535,1.789,4090.0,17.228,16302.6,3147.0,9742.0,4.01,2.59,13.3574,2363.78,1.18e-05,-1.18e-05,0.338,-0.338,12.6547,-12.6547,,,,,,,126.0,-126.0,,,,,0.037,-0.037,156.53,-156.53
2744.01,FP,0.787177,1.515,1350.0,,1632.52,1770.0,4899.5,,,11.4746,,3.6e-06,-3.6e-06,0.215,-0.215,2.52172,-2.52172,,,,,,,116.1,-116.1,,,,,0.006,-0.006,,
2745.01,APC,1.7932884,3.299,16170.0,22.7665,5108.84,,7122.0,,1.74,11.9685,744.184,1.8e-06,-1.8e-06,0.092,-0.092,1.29029,-1.29029,,,,,,,,,,,,,0.006,-0.006,,
2746.01,PC,4.9208778,3.888,5680.0,12.4437,3684.32,2170.0,9668.0,4.39,1.65,11.9063,1006.85,2.69e-05,-2.69e-05,0.377,-0.377,5.69246,-5.69246,0.758749,-0.758749,,,,,396.7,-396.7,0.08,-0.08,0.08,-0.08,0.023,-0.023,46.2075,-46.2075
2747.01,APC,0.5209929,1.101,8570.0,18.4513,4262.45,2251.0,6116.2,3.89,2.01,12.8494,995.15,1.1e-06,-1.1e-06,0.139,-0.139,11.0598,-11.0598,1.36786,-1.36786,,,,,113.7,-113.7,0.09,-0.09,0.13,-0.13,0.019,-0.019,24.603,-24.603
2748.01,PC,4.7838171,2.035,10210.0,11.571,143.512,964.0,5688.0,4.36,1.1,12.8401,539.161,2.62e-05,-2.62e-05,0.412,-0.412,25.8034,-25.8034,0.840715,-0.840715,,,,,126.4,-126.4,0.08,-0.08,0.05,-0.05,0.009,-0.009,8.008,-8.008
2749.01,PC,6.9724832,5.156,4110.0,18.9679,5321.0,2379.0,7616.0,4.02,2.16,11.3789,847.999,7.7e-05,-7.7e-05,0.95,-0.95,729.26,-729.26,6.47719,-6.47719,,,,,134.4,-134.4,0.08,-0.08,0.1,-0.1,0.008,-0.008,29.7225,-29.7225
275.01,APC,0.9195617,1.153,9180.0,8.69931,2224.03,1913.0,5616.0,4.3762,0.82,11.0611,144.866,1e-07,-1e-07,0.074,-0.074,1.95528,-1.95528,0.465182,-0.465182,,,,,187.0,-187.0,2.00392,-2.00392,0.04,-0.04,0.006,-0.006,1.3165,-1.3165
2750.01,PC,6.8204309,3.723,12560.0,,,,,,,11.8145,,1.23e-05,-1.23e-05,0.117,-0.117,2.36568,-2.36568,,,,,,,,,,,,,0.007,-0.007,,
2751.01,PC,7.4710819,2.511,24880.0,12.8097,50.0778,741.0,5262.0,4.57,0.81,13.4603,451.187,2.67e-05,-2.67e-05,0.246,-0.246,23.651,-23.651,,,,,,,123.0,-123.0,,,,,0.013,-0.013,7.663,-7.663
2752.01,PC,4.9197461,3.023,10380.0,12.6447,275.438,1134.0,5822.0,4.3,1.21,13.1606,703.37,1.15e-05,-1.15e-05,0.219,-0.219,3.63091,-3.63091,,,,,,,122.0,-122.0,,,,,0.006,-0.006,6.473,-6.473
2753.01,PC,1.6281719,2.128,12020.0,15.3377,1369.74,1694.0,6020.0,4.22,1.35,13.4585,890.799,3.9e-06,-3.9e-06,0.123,-0.123,5.83153,-5.83153,,,,,,,123.0,-123.0,,,,,0.016,-0.016,25.2,-25.2
2754.01,FP,0.9422588,1.46,1060.0,3.75015,1840.19,1824.0,5544.7,4.37,1.07,12.2082,361.811,6e-06,-6e-06,0.271,-0.271,3.55573,-3.55573,0.313293,-0.313293,,,,,132.7,-132.7,0.09,-0.09,0.06,-0.06,0.006,-0.006,3.6835,-3.6835
2755.01,PC,3.3187528,1.96,6490.0,9.77184,262.223,1121.0,5709.0,4.28,1.21,13.2899,703.295,1.31e-05,-1.31e-05,0.248,-0.248,7.07368,-7.07368,,,,,,,122.0,-122.0,,,,,0.006,-0.006,7.9495,-7.9495
2756.01,APC,1.5622382,1.676,3230.0,18.0467,449.217,1282.0,4801.0,,3.08,12.2592,768.897,4.6e-06,-4.6e-06,0.194,-0.194,3.6341,-3.6341,,,,,,,122.0,-122.0,,,,,0.041,-0.041,34.232,-34.232
2757.01,PC,3.4813976,2.694,21800.0,20.9129,687.809,1426.0,6704.0,4.3,1.4,12.6603,792.979,3.5e-06,-3.5e-06,0.109,-0.109,5.45025,-5.45025,1.0147,-1.0147,,,,,135.1,-135.1,0.09,-0.09,0.06,-0.06,0.011,-0.011,13.542,-13.542
2758.01,PC,4.5302876,2.713,22840.0,12.3919,98.5409,877.0,4693.0,4.5,0.81,13.1915,314.062,6.5e-06,-6.5e-06,0.1,-0.1,6.08551,-6.08551,,,,,,,122.0,-122.0,,,,,0.006,-0.006,2.77,-2.77
2759.01,FP,1.5971584,3.429,5070.0,17.7465,15134.3,3090.0,6033.0,3.86,2.06,13.205,1269.03,9.2e-06,-9.2e-06,0.398,-0.398,297.036,-297.036,,,,,,,122.0,-122.0,,,,,0.006,-0.006,23.345,-23.345
276.01,FP,4.8000953,1.9968681,5241.067748,17.0718101,1043.344051,1449.528089,6366.0,4.16217,1.58083,10.6559,352.383,1.3e-06,-1.3e-06,0.0202047,-0.0202047,48.727596,-48.727596,2.2168117,-2.2168117,,,,,197.0,-197.0,0.47536,-0.47536,0.0739598,-0.0739598,0.006,-0.006,2.361,-2.361
2760.01,FP,0.4405893,1.075,1850.0,6.74949,4788.57,2317.0,5643.0,4.1,1.48,12.8004,684.386,1.6e-06,-1.6e-06,0.159,-0.159,4.1889,-4.1889,0.490517,-0.490517,,,,,135.5,-135.5,0.08,-0.08,0.08,-0.08,0.006,-0.006,6.139,-6.139
2761.01,PC,6.1214801,3.861,17560.0,17.6327,725.656,1445.0,6356.0,4.35,1.24,13.2221,848.053,2.49e-05,-2.49e-05,0.395,-0.395,18.6231,-18.6231,,,,,,,122.0,-122.0,,,,,0.008,-0.008,15.6265,-15.6265
2762.01,APC,3.9072351,3.366,14650.0,13.9055,676.473,1420.0,6294.0,4.42,1.13,12.4325,522.789,7.3e-06,-7.3e-06,0.071,-0.071,2.15755,-2.15755,0.689215,-0.689215,,,,,147.1,-147.1,0.09,-0.09,0.05,-0.05,0.015,-0.015,9.003,-9.003
2763.01,PC,3.9980153,3.793,5420.0,,,,,,,11.996,580.471,8.5e-06,-8.5e-06,0.147,-0.147,0.931293,-0.931293,,,,,,,,,,,,,0.018,-0.018,,
2764.01,PC,2.276734,1.832,3620.0,10.8605,796.052,1479.0,6494.0,4.06,1.78,12.6918,901.072,8.3e-06,-8.3e-06,0.18,-0.18,3.75088,-3.75088,0.617663,-0.617663,,,,,130.1,-130.1,0.09,-0.09,0.08,-0.08,0.006,-0.006,13.6075,-13.6075
2765.01,PC,1.0191022,1.228,2230.0,7.10309,2426.37,1955.0,6865.0,4.24,1.53,12.1304,710.345,3.2e-06,-3.2e-06,0.179,-0.179,2.66925,-2.66925,0.416402,-0.416402,,,,,124.8,-124.8,0.09,-0.09,0.07,-0.07,0.006,-0.006,11.5635,-11.5635
2766.01,APC,7.2748135,3.779,15010.0,17.4324,255.021,,6792.7,4.24,1.4,11.7351,453.429,5.5e-06,-5.5e-06,0.054,-0.054,0.809741,-0.809741,,,,,,,280.2,-280.2,2.01,-2.01,,,0.006,-0.006,,
2767.01,PC,0.934057,1.318,620.0,13.4544,1287.68,1668.0,5023.0,,5.19,11.1649,877.955,5.2e-06,-5.2e-06,0.341,-0.341,2.63598,-2.63598,,,,,,,122.0,-122.0,,,,,0.008,-0.008,22.734,-22.734
2768.01,CP,1.5080197,1.032,1790.0,3.01287,89.0458,855.0,4008.0,4.6,0.66,11.3676,78.4525,4.9e-06,-4.9e-06,0.167,-0.167,4.65675,-4.65675,0.351265,-0.351265,,,,,130.4,-130.4,0.12,-0.12,0.07,-0.07,0.006,-0.006,0.1883,-0.1883
2769.01,PC,3.08858,2.214,17060.0,,254.633,1112.0,5381.0,,,13.4832,,1.06e-05,-1.06e-05,0.146,-0.146,12.2415,-12.2415,,,,,,,228.8,-228.8,,,,,0.006,-0.006,,
277.01,CP,3.9934418,1.9693065,5801.895716,4.2556645,28.2359721,587.9229796,3748.0,4.7573,0.523113,11.7315,64.6692,8.3e-06,-8.3e-06,0.1126487,-0.1126487,256.10855,-256.10855,0.2432962,-0.2432962,,,,,64.0,-64.0,0.343554,-0.343554,0.015618,-0.015618,0.007,-0.007,0.13825,-0.13825
2770.01,PC,4.5697688,3.369,9780.0,17.1535,204.884,1054.0,4976.0,,1.7,13.2389,731.074,1.52e-05,-1.52e-05,0.169,-0.169,5.06676,-5.06676,,,,,,,122.0,-122.0,,,,,0.051,-0.051,16.321,-16.321
2771.01,FP,3.8454384,4.736,4590.0,13.6848,2030.9,1870.0,6733.4,3.98,2.02,12.4432,985.074,1.54e-05,-1.54e-05,0.183,-0.183,1.44375,-1.44375,1.0387,-1.0387,,,,,128.0,-128.0,0.1,-0.1,0.15,-0.15,0.022,-0.022,35.651,-35.651
2772.01,PC,2.8504334,3.768,23800.0,,1787.94,1811.0,6293.8,,,12.8662,1301.57,5.4e-06,-5.4e-06,0.294,-0.294,12.5636,-12.5636,,,,,,,337.5,-337.5,,,,,0.006,-0.006,,
2773.01,APC,0.5993364,1.024,2180.0,14.3367,3334.9,2117.0,6232.0,3.62,2.81,12.993,1695.32,2.1e-06,-2.1e-06,0.162,-0.162,5.61814,-5.61814,1.08827,-1.08827,,,,,134.4,-134.4,0.09,-0.09,0.16,-0.16,0.009,-0.009,53.005,-53.005
2774.01,PC,4.4430866,1.787,8800.0,21.1475,184.965,1027.0,4926.5,,1.54,12.627,547.79,1.01e-05,-1.01e-05,0.179,-0.179,1158.81,-1158.81,5.91947,-5.91947,,,,,159.5,-159.5,,,0.1,-0.1,0.01,-0.01,31.091,-31.091
2775.01,FP,3.7804749,3.615,22150.0,17.9247,835.088,1497.0,5112.0,4.56,0.81,12.9127,334.97,1.99e-05,-1.99e-05,0.27,-0.27,3092.58,-3092.58,5.06178,-5.06178,,,,,128.7,-128.7,0.09,-0.09,0.05,-0.05,0.006,-0.006,3.4945,-3.4945
2776.01,PC,3.4590552,3.001,8820.0,17.1001,1927.33,1845.0,7911.0,4.19,1.83,13.3684,1444.65,1.64e-05,-1.64e-05,0.255,-0.255,6.49569,-6.49569,,,,,,,122.0,-122.0,,,,,0.015,-0.015,42.655,-42.655
2777.01,PC,1.9297769,1.701,4540.0,7.58229,310.868,1169.0,4856.0,,1.14,13.3742,,1.12e-05,-1.12e-05,0.284,-0.284,11.3209,-11.3209,0.435823,-0.435823,,,,,34.6,-34.6,,,0.02,-0.02,0.006,-0.006,,
2778.01,PC,4.4445101,2.737,16730.0,14.6892,347.285,1202.0,6288.0,4.42,1.14,12.3409,386.737,4.8e-06,-4.8e-06,0.091,-0.091,4.74199,-4.74199,0.742113,-0.742113,,,,,125.3,-125.3,0.08,-0.08,0.05,-0.05,0.009,-0.009,5.775,-5.775
2779.01,FP,2.9038027,3.511,5860.0,13.4427,5592.86,2409.0,6570.0,4.21,1.51,12.4889,736.602,1.38e-05,-1.38e-05,0.635,-0.635,121.942,-121.942,1.96279,-1.96279,,,,,317.3,-317.3,0.11,-0.11,0.08,-0.08,0.006,-0.006,19.6135,-19.6135
278.01,PC,0.299039,0.7218103,5780.666482,2.5153001,188.0727122,944.4983346,2955.0,5.13527,0.300639,13.1672,44.397,5.6e-06,-5.6e-06,0.0880511,-0.0880511,469.38916,-469.38916,0.23745,-0.23745,,,,,95.0,-95.0,0.496238,-0.496238,0.0092136,-0.0092136,0.008,-0.008,0.2863,-0.2863
2780.01,PC,4.9062135,1.671,7400.0,17.7815,251.061,1108.0,7169.0,4.08,1.92,12.8475,1353.97,2.33e-05,-2.33e-05,0.407,-0.407,22.0142,-22.0142,2.75346,-2.75346,,,,,127.9,-127.9,0.15,-0.15,0.28,-0.28,0.008,-0.008,186.33,-186.33
2781.01,PC,2.7636665,1.279,6370.0,5.94208,34.207,673.0,3868.0,4.57,0.7,12.9395,,9.1e-06,-9.1e-06,0.194,-0.194,13.876,-13.876,0.353204,-0.353204,,,,,157.0,-157.0,0.02,-0.02,0.02,-0.02,0.007,-0.007,,
2782.01,PC,4.8680805,4.7630352,39314.87918,,316.1396932,1075.448223,5250.0,,,13.3612,851.138,0.000222,-0.000222,0.0754847,-0.0754847,539.1346,-539.1346,,,,,,,190.3,-190.3,,,,,0.006,-0.006,,
2783.01,PC,2.3044132,3.102,20290.0,22.8234,756.205,1460.0,,,1.55,12.373,517.422,1.4e-06,-1.4e-06,0.051,-0.051,1.08582,-1.08582,0.988396,-0.988396,,,,,,,,,0.07,-0.07,0.032,-0.032,,
2784.01,FP,0.2573207,0.629,1330.0,4.81101,5062.7,2349.0,5784.0,4.38,1.09,12.428,392.4,5e-07,-5e-07,0.123,-0.123,8.2221,-8.2221,0.444507,-0.444507,,,,,638.4,-638.4,0.15,-0.15,0.06,-0.06,0.006,-0.006,5.2225,-5.2225
2785.01,PC,11.5054399,2.459,15910.0,,32.6456,665.0,5251.2,,,13.099,,2.57e-05,-2.57e-05,0.415,-0.415,21.389,-21.389,,,,,,,132.6,-132.6,,,,,0.006,-0.006,,
2786.01,PC,3.7576217,4.483,7680.0,16.0563,933.592,1539.0,5605.0,3.88,1.89,13.3318,716.889,2.21e-05,-2.21e-05,0.344,-0.344,5.79018,-5.79018,,,,,,,122.0,-122.0,,,,,0.014,-0.014,14.1675,-14.1675
2787.01,PC,4.3217658,5.515,2640.0,12.7289,977.267,1557.0,5139.0,,2.5,13.425,1272.53,4.71e-05,-4.71e-05,1.043,-1.043,3.12296,-3.12296,,,,,,,122.0,-122.0,,,,,0.006,-0.006,23.895,-23.895
2788.01,PC,4.0646554,2.813,7700.0,8.30577,314.34,1173.0,5647.0,4.5,0.93,13.4177,587.395,1.17e-05,-1.17e-05,0.191,-0.191,2.61421,-2.61421,,,,,,,122.0,-122.0,,,,,0.006,-0.006,6.618,-6.618
2789.01,FP,3.0071496,4.461,3310.0,8.05598,1939.81,1848.0,5906.0,4.14,1.45,13.0632,766.071,3.9e-05,-3.9e-05,0.544,-0.544,7.91566,-7.91566,,,,,,,122.0,-122.0,,,,,0.019,-0.019,14.8115,-14.8115
279.01,PC,11.4707838,3.698,1575.0,1.86599,30.2417,653.0,4140.0,4.46332,0.73,10.5012,74.3761,0.0001502,-0.0001502,0.538,-0.538,1.65379,-1.65379,0.183555,-0.183555,,,,,171.0,-171.0,0.440143,-0.440143,0.06,-0.06,0.006,-0.006,0.20465,-0.20465
2790.01,PC,2.3341583,3.553,10070.0,20.0937,3201.05,2095.0,6901.0,4.04,1.93,12.273,832.581,2.8e-06,-2.8e-06,0.084,-0.084,0.770823,-0.770823,1.09728,-1.09728,,,,,157.7,-157.7,0.09,-0.09,0.1,-0.1,0.016,-0.016,30.865,-30.865
2791.01,PC,3.7482756,4.989,5010.0,14.0065,2004.64,1864.0,6425.0,3.94,2.02,12.7587,1148.8,0.0005589,-0.0005589,0.319,-0.319,2.55201,-2.55201,0.7336,-0.7336,,,,,136.4,-136.4,0.09,-0.09,0.09,-0.09,0.006,-0.006,16.46,-16.46
2792.01,PC,7.1185659,1.734,3920.0,12.5411,52.4926,749.0,5945.0,3.92,1.9,12.3337,777.673,4.56e-05,-4.56e-05,0.244,-0.244,8.0767,-8.0767,0.829825,-0.829825,,,,,124.7,-124.7,0.08,-0.08,0.09,-0.09,0.006,-0.006,12.314,-12.314
2793.01,PC,0.3559702,0.523,2320.0,6.23347,2541.08,1977.0,5562.0,4.36,1.08,13.2886,618.274,7e-07,-7e-07,0.195,-0.195,28.7458,-28.7458,,,,,,,122.0,-122.0,,,,,0.006,-0.006,5.766,-5.766
2794.01,PC,4.7654865,4.43,6120.0,14.441,806.142,1484.0,6151.0,3.97,1.85,13.0577,809.18,2.9e-05,-2.9e-05,0.264,-0.264,4.52917,-4.52917,,,,,,,126.0,-126.0,,,,,0.01,-0.01,17.044,-17.044
2795.01,PC,3.6337247,1.763,15330.0,11.4562,122.862,927.0,5325.0,4.51,0.88,13.4809,517.465,6.6e-06,-6.6e-06,0.207,-0.207,10.2263,-10.2263,,,,,,,122.0,-122.0,,,,,0.006,-0.006,11.033,-11.033
2796.01,CP,4.808498,1.405,11010.0,15.0839,67.1926,797.0,5449.5,4.13,1.38,11.916,350.343,6.3e-06,-6.3e-06,0.244,-0.244,10.9882,-10.9882,1.65876,-1.65876,,,,,227.7,-227.7,0.12,-0.12,0.14,-0.14,0.022,-0.022,5.9195,-5.9195
2797.01,PC,4.2380604,3.385,13070.0,13.0206,463.485,1292.0,5798.0,4.35,1.13,13.194,642.911,1.86e-05,-1.86e-05,0.366,-0.366,12.2788,-12.2788,,,,,,,122.0,-122.0,,,,,0.018,-0.018,13.758,-13.758
2798.01,PC,3.994474,4.436,14090.0,18.9963,896.598,1524.0,5931.0,4.06,1.61,12.8054,836.501,9.6e-06,-9.6e-06,0.093,-0.093,1.85886,-1.85886,0.918441,-0.918441,,,,,129.2,-129.2,0.08,-0.08,0.08,-0.08,0.006,-0.006,9.5855,-9.5855
2799.01,PC,1.4367914,2.178,23180.0,16.9266,1530.88,1742.0,5873.0,4.4,1.07,13.1811,651.979,9e-07,-9e-07,0.07,-0.07,2.49873,-2.49873,,,,,,,122.0,-122.0,,,,,0.006,-0.006,6.1745,-6.1745
280.01,PC,10.1843061,1.7293131,839.9896915,2.4497061,59.457971,708.2266596,5454.0,4.59104,0.782681,9.9955,99.66,4.07e-05,-4.07e-05,0.3837901,-0.3837901,88.77408,-88.77408,0.953377,-0.953377,,,,,185.0,-185.0,0.274395,-0.274395,0.0388894,-0.0388894,0.006,-0.006,0.29915,-0.29915
2800.01,PC,7.7538288,3.454,6560.0,9.7807,127.967,937.0,5504.0,,1.17,12.18,386.71,2.27e-05,-2.27e-05,0.358,-0.358,2.87223,-2.87223,0.442091,-0.442091,,,,,108.8,-108.8,,,0.05,-0.05,0.022,-0.022,,
2801.01,PC,5.4139736,2.952,8400.0,15.5249,179.736,1020.0,5425.0,,1.71,13.4242,,2.27e-05,-2.27e-05,0.351,-0.351,6.36936,-6.36936,1.1265,-1.1265,,,,,184.2,-184.2,,,0.11,-0.11,0.006,-0.006,,
2802.01,PC,3.5266608,2.105,1320.0,5.79479,312.309,1171.0,5668.0,4.35,1.58,11.526,441.989,1.67e-05,-1.67e-05,0.294,-0.294,1.67938,-1.67938,0.490823,-0.490823,,,,,178.8,-178.8,2.0,-2.0,0.12,-0.12,0.007,-0.007,25.881,-25.881
2803.01,CP,1.962292,2.935,20910.0,17.4523,2085.59,1882.0,6384.0,4.41,1.16,12.0753,494.818,1.4e-06,-1.4e-06,0.061,-0.061,1.07258,-1.07258,0.824429,-0.824429,,,,,128.7,-128.7,0.08,-0.08,0.05,-0.05,0.006,-0.006,6.562,-6.562
2804.01,PC,4.8033954,0.9062451,867.1363349,4.4901713,760.1635216,1339.203285,5913.9,4.12,1.50621,8.9118,129.525,1.45e-05,-1.45e-05,0.4540067,-0.4540067,94.918625,-94.918625,7.6468186,-7.6468186,,,,,149.1,-149.1,0.08,-0.08,0.0848141,-0.0848141,0.006,-0.006,0.459,-0.459
2805.01,FP,12.4498835,5.45,1827.0,20.0559,5588.85,2408.0,8469.0,3.96,2.51,10.1015,571.204,4.98e-05,-4.98e-05,1.484,-1.484,2863.81,-2863.81,5.50204,-5.50204,,,,,152.9,-152.9,0.07,-0.07,0.09,-0.09,0.006,-0.006,12.3015,-12.3015
2806.01,PC,11.4045112,3.947,760.0,4.0961,161.074,992.0,6334.6,4.2,1.47,10.0524,240.359,0.0001119,-0.0001119,0.582,-0.582,1.59311,-1.59311,0.283673,-0.283673,,,,,131.1,-131.1,0.09,-0.09,0.07,-0.07,0.009,-0.009,2.136,-2.136
